LIBCOM,nb,zone,Code
Dun-le-Palestel,75,reg75,23075
Dun-sur-Auron,79,reg24,18087
Duneau,7,reg52,72122
Dunkerque,14230,reg32,59183
Duran,20,reg76,32117
Duras,5,reg75,47086
Durban-Corbières,17,reg76,11124
Durdat-Larequille,30,reg84,03106
Durenque,3,reg76,12092
Durfort,9,reg76,09109
Durfort,9,reg76,81083
Durtal,277,reg52,49127
Durtol,112,reg84,63141
Dury,3,reg32,62280
Dury,3,reg32,02273
Dury,3,reg32,80261
Eaubonne,2069,IDF_DEP_95,95203
Eaux-Bonnes,12,reg75,64204
Eauze,181,reg76,32119
Ebblinghem,8,reg32,59184
Ébreuil,28,reg84,03107
Écaillon,366,reg32,59185
Écalles-Alix,7,reg28,76223
Écardenville-la-Campagne,2,reg28,27210
Échalas,13,reg84,69080
Échassières,14,reg84,03108
Échauffour,11,reg28,61150
Échevis,3,reg84,26117
Échillais,73,reg75,17146
Échilleuses,1,reg24,45131
Échiré,82,reg75,79109
Eclassan,22,reg84,07084
Écoche,3,reg84,42086
École,6,reg84,73106
Écommoy,185,reg52,72124
Écorcei,1,reg28,61151
Écouché-les-Vallées,160,reg28,61153
Écouen,597,IDF_DEP_95,95205
Écouflant,410,reg52,49129
Écouis,12,reg28,27214
Écouves,56,reg28,61341
Écoyeux,3,reg75,17147
Ecquevilly,318,IDF_DEP_78,78206
Écrainville,10,reg28,76224
Écretteville-lès-Baons,8,reg28,76225
Ectot-l'Auber,1,reg28,76227
Ectot-lès-Baons,20,reg28,76228
Écueil,3,reg44,51225
Écuillé,4,reg52,49130
Écully,2244,reg84,69081
Écurat,6,reg75,17148
Edern,39,reg53,29048
Eecke,18,reg32,59189
Égleny,1,reg27,89150
Égletons,448,reg75,19073
Égliseneuve-d'Entraigues,6,reg84,63144
Égly,623,IDF_DEP_91,91207
Égreville,21,IDF_DEP_77,77168
Égriselles-le-Bocage,6,reg27,89151
Éguilles,159,reg93,13032
Élancourt,2479,IDF_DEP_78,78208
Elbeuf,3500,reg28,76231
Életot,19,reg28,76232
Élincourt,1,reg32,59191
Élincourt-Sainte-Marguerite,1,reg32,60206
Elliant,103,reg53,29049
Elven,333,reg53,56053
Émanville,11,reg28,27217
Émanville,11,reg28,76234
Embreville,12,reg32,80265
Émerainville,575,IDF_DEP_77,77169
Émerchicourt,24,reg32,59192
Émiéville,1,reg28,14237
Emmerin,53,reg32,59193
Empurany,12,reg84,07085
Enghien-les-Bains,566,IDF_DEP_95,95210
Englefontaine,38,reg32,59194
Englos,14,reg32,59195
Ennery,14,IDF_DEP_95,95211
Ennetières-en-Weppes,16,reg32,59196
Ennevelin,30,reg32,59197
Ennezat,111,reg84,63148
Ennordres,4,reg24,18088
Ensuès-la-Redonne,70,reg93,13033
Entraigues,4,reg84,63149
Entraigues,4,reg84,38154
Entraigues-sur-la-Sorgue,596,reg93,84043
Entrammes,52,reg52,53094
Entraunes,8,reg93,06056
Entraygues-sur-Truyère,21,reg76,12094
Entrechaux,8,reg93,84044
Entrelacs,151,reg84,73010
Entremont-le-Vieux,19,reg84,73107
Entrevaux,8,reg93,04076
Enval,3,reg84,63150
Envermeu,94,reg28,76235
Envronville,10,reg28,76236
Épagne-Épagnette,1,reg32,80268
Épagny,1,reg32,02277
Épaignes,85,reg28,27218
Épehy,38,reg32,80271
Épercieux-Saint-Paul,21,reg84,42088
Épernay,3756,reg44,51230
Épernon,739,reg24,28140
Épieds,13,reg52,49131
Épieds-en-Beauce,54,reg24,45134
Épierre,38,reg84,73109
Épinay-sous-Sénart,1846,IDF_DEP_91,91215
Épinay-sur-Duclair,10,reg28,76237
Épinay-sur-Odon,1,reg28,14241
Épinay-sur-Orge,404,IDF_DEP_91,91216
Épinay-sur-Seine,6560,IDF_DEP_93,93031
Épineuil,13,reg27,89153
Épineuil-le-Fleuriel,14,reg24,18089
Epiniac,16,reg53,35104
Épinouze,55,reg84,26118
Épône,427,IDF_DEP_78,78217
Épothémont,4,reg44,10139
Épouville,35,reg28,76238
Eppes,13,reg32,02282
Eppeville,114,reg32,80274
Épretot,10,reg28,76239
Épreville,5,reg28,76240
Épron,218,reg28,14242
Épuisay,24,reg24,41078
Équancourt,1,reg32,80275
Équemauville,7,reg28,14243
Équevillon,2,reg27,39210
Éragny,2028,IDF_DEP_95,95218
Éragny-sur-Epte,15,reg32,60211
Eraines,1,reg28,14244
Erbray,45,reg52,44054
Erbrée,48,reg53,35105
Ercé,1,reg76,09113
Ercé-en-Lamée,7,reg53,35106
Ercé-près-Liffré,60,reg53,35107
Erchin,2,reg32,59199
Ercuis,128,reg32,60212
Erdeven,73,reg53,56054
Erdre-en-Anjou,254,reg52,49367
Éréac,4,reg53,22053
Ergué-Gabéric,531,reg53,29051
Ermenonville,2,reg32,60213
Ermont,4151,IDF_DEP_95,95219
Ernée,324,reg52,53096
Érôme,12,reg84,26119
Erquinghem-le-Sec,24,reg32,59201
Erquinghem-Lys,389,reg32,59202
Erquinvillers,6,reg32,60216
Erquy,68,reg53,22054
Erre,27,reg32,59203
Ervauville,7,reg24,45136
Ervy-le-Châtel,115,reg44,10140
Esbly,126,IDF_DEP_77,77171
Escales,4,reg76,11126
Escamps,25,reg27,89154
Escandolières,2,reg76,12095
Escarmain,1,reg32,59204
Escassefort,4,reg75,47088
Escaudain,774,reg32,59205
Esches,22,reg32,60218
Esclavolles-Lurey,46,reg44,51234
Escolives-Sainte-Camille,44,reg27,89155
Escou,5,reg75,64207
Escoubès,4,reg75,64208
Escoville,19,reg28,14246
Escragnolles,9,reg93,06058
Escurolles,33,reg84,03109
Eslettes,71,reg28,76245
Esnandes,44,reg75,17153
Esnon,1,reg27,89156
Espagnac,16,reg75,19075
Espalion,64,reg76,12096
Espaon,3,reg76,32124
Esparron-de-Verdon,4,reg93,04081
Espartignac,4,reg75,19076
Espaubourg,1,reg32,60220
Espelette,43,reg75,64213
Espeluche,22,reg84,26121
Espéraza,106,reg76,11129
Espezel,2,reg76,11130
Espinasse,6,reg84,63152
Espinasse,6,reg84,15065
Espinasse-Vozelle,10,reg84,03110
Espinchal,3,reg84,63153
Esquay-Notre-Dame,30,reg28,14249
Esquay-sur-Seulles,1,reg28,14250
Esquéhéries,1,reg32,02286
Esquennoy,44,reg32,60221
Esquiule,5,reg75,64217
Essarts en Bocage,255,reg52,85084
Essay,32,reg28,61156
Essé,14,reg53,35108
Essert,196,reg27,90039
Essertines-en-Donzy,8,reg84,42090
Esserts-Blay,15,reg84,73110
Essigny-le-Grand,23,reg32,02287
Essômes-sur-Marne,39,reg32,02290
Esson,1,reg28,14251
Essouvert,4,reg75,17277
Essoyes,57,reg44,10141
Essuiles,2,reg32,60222
Estaing,8,reg76,65169
Estaing,8,reg76,12098
Estandeuil,5,reg84,63155
Estang,7,reg76,32127
Esternay,122,reg44,51237
Estillac,110,reg75,47091
Estissac,132,reg44,10142
Estivareilles,29,reg84,42091
Estivareilles,29,reg84,03111
Estouy,10,reg24,45139
Estrées-la-Campagne,1,reg28,14252
Estrées-Saint-Denis,348,reg32,60223
Étables,13,reg84,07086
Étainhus,54,reg28,76250
Étais-la-Sauvin,7,reg27,89158
Étalleville,21,reg28,76251
Étalondes,32,reg28,76252
Étampes,2396,IDF_DEP_91,91223
Étampes-sur-Marne,57,reg32,02292
Étaule,1,reg27,89159
Étaules,14,reg75,17155
Étauliers,36,reg75,33159
Étel,90,reg53,56055
Ételfay,15,reg32,80293
Éterville,108,reg28,14254
Étiolles,176,IDF_DEP_91,91225
Étival,4,reg27,39216
Étival-lès-le-Mans,34,reg52,72127
Étoile-sur-Rhône,154,reg84,26124
Étoutteville,9,reg28,76253
Étouy,16,reg32,60225
Étréaupont,27,reg32,02295
Étréchy,4,reg24,18090
Étréchy,139,IDF_DEP_91,91226
Étreillers,8,reg32,02296
Étrelles,46,reg53,35109
Étrépagny,269,reg28,27226
Étretat,78,reg28,76254
Étreux,152,reg32,02298
Étréville,3,reg28,27227
Étriché,37,reg52,49132
Étroussat,3,reg84,03112
Étueffont,84,reg27,90041
Eu,390,reg28,76255
Eurre,17,reg84,26125
Évaux-les-Bains,101,reg75,23076
Évellys,45,reg53,56144
Évergnicourt,20,reg32,02299
Évette-Salbert,4,reg27,90042
Éveux,17,reg84,69083
Évisa,6,reg94,2A108
Évran,81,reg53,22056
Évrecy,28,reg28,14257
Évreux,10167,reg28,27229
Évron,537,reg52,53097
Évry-Grégy-sur-Yerre,16,IDF_DEP_77,77175
Excideuil,31,reg75,24164
Exireuil,105,reg75,79114
Exoudun,4,reg75,79115
Eyburie,6,reg75,19079
Eygalières,91,reg93,13034
Eyguières,204,reg93,13035
Eygurande,52,reg75,19080
Eymet,55,reg75,24167
Eymeux,17,reg84,26129
Eyragues,95,reg93,13036
Eyrans,5,reg75,33161
Eyrein,13,reg75,19081
Eysines,2689,reg75,33162
Eysus,6,reg75,64224
Ézanville,673,IDF_DEP_95,95229
Èze,51,reg93,06059
Ézy-sur-Eure,150,reg28,27230
Fabrezan,6,reg76,11132
Fagnières,278,reg44,51242
Faissault,3,reg44,08163
Falaise,1026,reg28,14258
Falleron,35,reg52,85086
Fanjeaux,36,reg76,11136
Faremoutiers,55,IDF_DEP_77,77176
Farges-Allichamps,5,reg24,18091
Farges-en-Septaine,8,reg24,18092
Fargues,4,reg75,40099
Fargues,4,reg75,33164
Fargues-Saint-Hilaire,132,reg75,33165
Fargues-sur-Ourbise,1,reg75,47093
Faucon,15,reg93,84045
Fauguerolles,20,reg75,47094
Fauillet,1,reg75,47095
Fauville,4,reg28,27234
Faux-la-Montagne,13,reg75,23077
Favars,16,reg75,19082
Faverelles,12,reg24,45141
Faverolles-et-Coëmy,1,reg44,51245
Faverolles-sur-Cher,42,reg24,41080
Favières,2,reg32,80303
Favières,5,reg24,28147
Fay-aux-Loges,150,reg24,45142
Fay-de-Bretagne,66,reg52,44056
Faye-l'Abbesse,7,reg75,79116
Fayet,6,reg32,02303
Fayet-Ronaye,2,reg84,63158
Faymoreau,5,reg52,85087
Fécamp,2700,reg28,76259
Fêche-l'Église,62,reg27,90045
Fégréac,19,reg52,44057
Feins,15,reg53,35110
Félines,64,reg84,43093
Félines,64,reg84,07089
Felletin,128,reg75,23079
Feneu,69,reg52,49135
Fercé,14,reg52,44058
Fercé-sur-Sarthe,17,reg52,72131
Fère-Champenoise,160,reg44,51248
Fère-en-Tardenois,41,reg32,02305
Férel,31,reg53,56058
Ferrals-les-Corbières,13,reg76,11140
Ferreux-Quincey,2,reg44,10148
Ferrières,17,reg32,80305
Ferrières,17,reg32,60232
Ferrières-en-Bray,79,reg28,76260
Ferrières-en-Brie,118,IDF_DEP_77,77181
Ferrières-en-Gâtinais,113,reg24,45145
Ferrières-Haut-Clocher,21,reg28,27238
Ferrières-Saint-Hilaire,1,reg28,27239
Ferrières-sur-Ariège,8,reg76,09121
Ferrières-sur-Sichon,2,reg84,03113
Fesques,1,reg28,76262
Feucherolles,16,IDF_DEP_78,78233
Feuges,10,reg44,10149
Feuguerolles-Bully,6,reg28,14266
Feuquières,236,reg32,60233
Feuquières-en-Vimeu,183,reg32,80308
Feurs,645,reg84,42094
Feux,3,reg24,18094
Feyzin,1182,reg84,69276
Fiac,8,reg76,81092
Fichous-Riumayou,2,reg75,64226
Figari,86,reg94,2A114
Fillé,23,reg52,72133
Fillière,173,reg84,74282
Firmi,82,reg76,12100
Firminy,3115,reg84,42095
Fismes,864,reg44,51250
Fitou,4,reg76,11144
Fitz-James,219,reg32,60234
Flagnac,4,reg76,12101
Flamanville,4,reg28,50184
Flamanville,4,reg28,76264
Flamarens,2,reg76,32131
Flancourt-Crescy-en-Roumois,6,reg28,27085
Flaviac,62,reg84,07090
Flavin,44,reg76,12102
Flavy-le-Meldeux,5,reg32,60236
Flers,2315,reg28,61169
Flesselles,110,reg32,80316
Fleurance,245,reg76,32132
Fleurat,2,reg75,23082
Fleurie,44,reg84,69084
Fleurieu-sur-Saône,20,reg84,69085
Fleurieux-sur-l'Arbresle,38,reg84,69086
Fleurigné,25,reg53,35112
Fleurines,85,reg32,60238
Fleury,16,reg32,80317
Fleury,16,reg32,60239
Fleury,16,reg32,02316
Fleury,16,reg32,62339
Fleury,55,reg76,11145
Fleury-la-Rivière,16,reg44,51252
Fleury-la-Vallée,26,reg27,89167
Fleury-les-Aubrais,2547,reg24,45147
Fleury-Mérogis,1951,IDF_DEP_91,91235
Fleury-sur-Andelle,158,reg28,27246
Fleury-sur-Orne,699,reg28,14271
Flins-sur-Seine,42,IDF_DEP_78,78238
Flipou,1,reg28,27247
Flixecourt,298,reg32,80318
Flize,63,reg44,08173
Flogny-la-Chapelle,76,reg27,89169
Floing,61,reg44,08174
Floirac,3056,reg75,17160
Floirac,3056,reg75,33167
Florentin-la-Capelle,9,reg76,12103
Florimont,3,reg27,90046
Floure,9,reg76,11146
Flumet,28,reg84,73114
Foëcy,83,reg24,18096
Foissy-lès-Vézelay,3,reg27,89170
Foix,587,reg76,09122
Follainville-Dennemont,186,IDF_DEP_78,78239
Folleville,1,reg28,27248
Fonches-Fonchette,1,reg32,80322
Foncine-le-Bas,7,reg27,39227
Foncine-le-Haut,57,reg27,39228
Fondamente,5,reg76,12155
Fongueusemare,6,reg28,76268
Fontaine,38,reg27,90047
Fontaine-de-Vaucluse,66,reg93,84139
Fontaine-Denis-Nuisy,1,reg44,51254
Fontaine-Étoupefour,66,reg28,14274
Fontaine-Fourches,5,IDF_DEP_77,77187
Fontaine-Henry,15,reg28,14275
Fontaine-l'Abbé,17,reg28,27251
Fontaine-la-Mallet,98,reg28,76270
Fontaine-le-Bourg,69,reg28,76271
Fontaine-le-Dun,59,reg28,76272
Fontaine-les-Grès,80,reg44,10151
Fontaine-Simon,14,reg24,28156
Fontaine-sous-Jouy,1,reg28,27254
Fontaine-sur-Ay,4,reg44,51256
Fontaine-sur-Somme,2,reg32,80328
Fontainebleau,1655,IDF_DEP_77,77186
Fontaines,4,reg27,71202
Fontaines,4,reg27,89173
Fontaines-en-Sologne,4,reg24,41086
Fontaines-Saint-Martin,55,reg84,69087
Fontaines-sur-Saône,749,reg84,69088
Fontan,10,reg93,06062
Fontanès,14,reg84,42096
Fontanges,5,reg84,15070
Fontanières,7,reg75,23083
Fontcouverte,23,reg75,17164
Fontcouverte-la-Toussuire,20,reg84,73116
Fontenay-aux-Roses,4237,IDF_DEP_92,92032
Fontenay-en-Parisis,13,IDF_DEP_95,95241
Fontenay-le-Comte,1212,reg52,85092
Fontenay-le-Fleury,1232,IDF_DEP_78,78242
Fontenay-le-Marmion,83,reg28,14277
Fontenay-le-Pesnel,12,reg28,14278
Fontenay-le-Vicomte,123,IDF_DEP_91,91244
Fontenay-lès-Briis,35,IDF_DEP_91,91243
Fontenay-Mauvoisin,15,IDF_DEP_78,78245
Fontenay-Saint-Père,5,IDF_DEP_78,78246
Fontenay-sous-Bois,7361,IDF_DEP_94,94033
Fontenay-sur-Eure,40,reg24,28158
Fontenay-sur-Loing,19,reg24,45148
Fontenay-Trésigny,443,IDF_DEP_77,77192
Fontenille-Saint-Martin-d'Entraigues,5,reg75,79122
Fontevraud-l'Abbaye,149,reg52,49140
Fontiès-d'Aude,18,reg76,11151
Fontvannes,10,reg44,10156
Fontvieille,32,reg93,13038
Forcalquier,208,reg93,04088
Forcé,4,reg52,53099
Forges,5,reg75,17166
Forges,9,IDF_DEP_77,77194
Forgès,6,reg75,19084
Forges-la-Forêt,6,reg53,35114
Forges-les-Bains,20,IDF_DEP_91,91249
Forges-les-Eaux,402,reg28,76276
Formerie,199,reg32,60245
Formigny La Bataille,1,reg28,14281
Fors,24,reg75,79125
Fort-du-Plasne,12,reg27,39232
Fort-Mahon-Plage,84,reg32,80333
Fos-sur-Mer,1162,reg93,13039
Fossé,73,reg24,41091
Fossemagne,5,reg75,24188
Fosses,680,IDF_DEP_95,95250
Foucarmont,111,reg28,76278
Foucherans,70,reg27,39233
Fouchères,2,reg27,89180
Fouesnant,261,reg53,29058
Fougax-et-Barrineuf,6,reg76,09125
Fougeré,26,reg52,85093
Fougères,2944,reg53,35115
Fougerolles-du-Plessis,52,reg52,53100
Fouilloy,76,reg32,60248
Fouilloy,76,reg32,80338
Foulayronnes,388,reg75,47100
Fouquerolles,1,reg32,60251
Fouras,106,reg75,17168
Fourcès,3,reg76,32133
Fourneaux,109,reg84,42098
Fourneaux,109,reg84,73117
Fournival,3,reg32,60252
Fournols,17,reg84,63162
Fourques-sur-Garonne,9,reg75,47101
Foussais-Payré,50,reg52,85094
Foussemagne,69,reg27,90049
Fraisans,84,reg27,39235
Fraisses,353,reg84,42099
Francastel,18,reg32,60253
Francescas,7,reg75,47102
Franchesse,4,reg84,03117
Francheville,1002,reg84,69089
Francières,3,reg32,60254
Francières,3,reg32,80344
Franconville,3070,IDF_DEP_95,95252
Franqueville-Saint-Pierre,424,reg28,76475
Frazé,20,reg24,28161
Fréhel,33,reg53,22179
Freix-Anglards,2,reg84,15072
Fréjairolles,2,reg76,81097
Fréjeville,1,reg76,81098
Freneuse,12,reg28,76282
Freneuse,372,IDF_DEP_78,78255
Freney,9,reg84,73119
Fréniches,3,reg32,60255
Frénouville,62,reg28,14287
Frépillon,181,IDF_DEP_95,95256
Fresnay-l'Évêque,5,reg24,28164
Fresnay-le-Comte,1,reg24,28162
Fresnay-sur-Sarthe,155,reg52,72138
Fresné-la-Mère,1,reg28,14289
Fresne-Léguillon,2,reg32,60257
Fresnes,4,reg24,41094
Fresnes,3342,IDF_DEP_94,94034
Fresnes-Mazancourt,1,reg32,80353
Fresnoy-en-Thelle,13,reg32,60259
Fresnoy-Folny,25,reg28,76286
Fresquiennes,14,reg28,76287
Fresselines,4,reg75,23087
Fressenneville,109,reg32,80360
Fressines,10,reg75,79129
Fréterive,7,reg84,73120
Fréteval,12,reg24,41095
Freulleville,10,reg28,76288
Fréville-du-Gâtinais,2,reg24,45150
Friaize,1,reg24,28166
Frignicourt,128,reg44,51262
Friville-Escarbotin,278,reg32,80368
Froberville,32,reg28,76291
Frocourt,1,reg32,60264
Froidfond,8,reg52,85095
Froissy,106,reg32,60265
Fromelennes,26,reg44,08183
Fromentières,9,reg52,53101
Fronsac,16,reg75,33174
Frontenac,11,reg75,33175
Frontenas,12,reg84,69090
Frontenay-Rohan-Rohan,130,reg75,79130
Frontenex,250,reg84,73121
Frossay,5,reg52,44061
Fublaines,38,IDF_DEP_77,77199
Fulvy,3,reg27,89184
Fumay,268,reg44,08185
Fumel,201,reg75,47106
Furiani,137,reg94,2B120
Fursac,13,reg75,23192
Fussy,41,reg24,18097
Fuveau,226,reg93,13040
Fyé,34,reg52,72139
Gabarret,17,reg75,40102
Gacé,265,reg28,61181
Gaël,34,reg53,35117
Gagny,3490,IDF_DEP_93,93032
Gahard,7,reg53,35118
Gaillac,699,reg76,81099
Gaillac-d'Aveyron,2,reg76,12107
Gaillefontaine,146,reg28,76295
Gaillères,8,reg75,40103
Gaillon,1074,reg28,27275
Gainneville,109,reg28,76296
Gajac,1,reg75,33178
Galapian,4,reg75,47107
Galgan,5,reg76,12108
Galgon,35,reg75,33179
Galiax,2,reg76,32136
Gallardon,212,reg24,28168
Gamaches,206,reg32,80373
Gan,176,reg75,64230
Gannat,263,reg84,03118
Gannay-sur-Loire,6,reg84,03119
Gannes,6,reg32,60268
Ganzeville,4,reg28,76298
Gâprée,3,reg28,61183
Garches,1545,IDF_DEP_92,92033
Gardanne,33,reg93,13041
Gardonne,41,reg75,24194
Garein,8,reg75,40105
Garennes-sur-Eure,15,reg28,27278
Gargas,78,reg93,84047
Gargenville,404,IDF_DEP_78,78267
Garges-lès-Gonesse,6323,IDF_DEP_95,95268
Garigny,5,reg24,18099
Garlan,25,reg53,29059
Garlède-Mondebat,4,reg75,64232
Garlin,26,reg75,64233
Garnat-sur-Engièvre,16,reg84,03120
Garrevaques,4,reg76,81100
Gasny,174,reg28,27279
Gastes,2,reg75,40108
Gastines,3,reg52,53102
Gasville-Oisème,16,reg24,28173
Gatey,1,reg27,39245
Gattières,52,reg93,06064
Gaujac,4,reg75,47108
Gauriaguet,1,reg75,33183
Gausson,11,reg53,22060
Gauville,22,reg32,80375
Gâvres,36,reg53,56062
Gavrus,29,reg28,14297
Gazax-et-Baccarisse,2,reg76,32144
Geaune,39,reg75,40110
Geay,4,reg75,79131
Geay,4,reg75,17171
Géfosse-Fontenay,2,reg28,14298
Gélannes,38,reg44,10164
Gellainville,19,reg24,28177
Gelles,16,reg84,63163
Gelos,130,reg75,64237
Geloux,4,reg75,40111
Gémozac,14,reg75,17172
Genas,466,reg84,69277
Genay,388,reg84,69278
Geneston,33,reg52,44223
Genilac,57,reg84,42225
Génissac,13,reg75,33185
Génissieux,42,reg84,26139
Gennes-sur-Seiche,32,reg53,35119
Gennes-Val-de-Loire,396,reg52,49261
Gennetines,13,reg84,03121
Genneton,4,reg75,79132
Genneville,1,reg28,14299
Gennevilliers,11928,IDF_DEP_92,92036
Genouillac,48,reg75,23089
Genouillé,3,reg75,17174
Genouillé,3,reg75,86104
Gensac,17,reg75,33186
Gentilly,4559,IDF_DEP_94,94037
Gentioux-Pigerolles,18,reg75,23090
Géraudot,6,reg44,10165
Germond-Rouvre,15,reg75,79133
Gerponville,5,reg28,76299
Gerville,1,reg28,76300
Gerzat,1007,reg84,63164
Gesnes-le-Gandelin,12,reg52,72141
Gespunsart,41,reg44,08188
Gestel,109,reg53,56063
Gétigné,58,reg52,44063
Geüs-d'Oloron,3,reg75,64244
Gévezé,292,reg53,35120
Gevry,9,reg27,39252
Geyssans,8,reg84,26140
Ghisonaccia,63,reg94,2B123
Giat,18,reg84,63165
Giberville,799,reg28,14301
Gidy,21,reg24,45154
Giel-Courteilles,15,reg28,61189
Gien,1854,reg24,45155
Gièvres,54,reg24,41097
Gif-sur-Yvette,2051,IDF_DEP_91,91272
Giffaumont-Champaubert,7,reg44,51269
Gilette,30,reg93,06066
Gilly-sur-Isère,47,reg84,73124
Gimeaux,2,reg84,63167
Gimel-les-Cascades,10,reg75,19085
Gimont,59,reg76,32147
Ginestas,13,reg76,11164
Ginestet,5,reg75,24197
Giou-de-Mamou,7,reg84,15074
Gioux,5,reg75,23091
Giraumont,12,reg32,60273
Girolles,4,reg24,45156
Giromagny,317,reg27,90052
Gironde-sur-Dropt,39,reg75,33187
Gisors,2026,reg28,27284
Gisy-les-Nobles,1,reg27,89189
Giverville,6,reg28,27286
Givet,686,reg44,08190
Givonne,42,reg44,08191
Givors,3450,reg84,69091
Givraines,9,reg24,45157
Givrand,34,reg52,85100
Givry-en-Argonne,35,reg44,51272
Gizeux,15,reg24,37112
Glaine-Montaigut,3,reg84,63168
Glaire,13,reg44,08194
Gleizé,820,reg84,69092
Glénat,6,reg84,15076
Glénay,2,reg75,79134
Glénic,9,reg75,23092
Glisolles,12,reg28,27287
Glisy,10,reg32,80379
Glomel,22,reg53,22061
Glos,1,reg28,14303
Glos-sur-Risle,10,reg28,27288
Goderville,75,reg28,76302
Goès,4,reg75,64245
Goincourt,64,reg32,60277
Golancourt,2,reg32,60278
Gometz-la-Ville,12,IDF_DEP_91,91274
Gometz-le-Châtel,152,IDF_DEP_91,91275
Gommecourt,2,IDF_DEP_78,78276
Gommenec'h,2,reg53,22063
Gomont,4,reg44,08195
Gondrin,10,reg76,32149
Gonesse,4287,IDF_DEP_95,95277
Gonfreville-l'Orcher,2119,reg28,76305
Gonneville-la-Mallet,12,reg28,76307
Gontaud-de-Nogaret,9,reg75,47110
Goos,4,reg75,40113
Gorbio,15,reg93,06067
Gorges,94,reg52,44064
Gorron,178,reg52,53107
Gosné,10,reg53,35121
Gotein-Libarrenx,4,reg75,64247
Gouaix,6,IDF_DEP_77,77208
Gouarec,3,reg53,22064
Goudelin,13,reg53,22065
Gouesnach,46,reg53,29060
Gouesnou,285,reg53,29061
Gouézec,19,reg53,29062
Gouffern en Auge,45,reg28,61474
Goulien,18,reg53,29063
Goulles,8,reg75,19086
Goupil-Othon,6,reg28,27290
Goupillières,4,reg28,76311
Gourgé,10,reg75,79135
Gourhel,8,reg53,56065
Gourin,37,reg53,56066
Gourlizon,38,reg53,29065
Gournay-en-Bray,987,reg28,76312
Gournay-sur-Aronde,3,reg32,60281
Gournay-sur-Marne,164,IDF_DEP_93,93033
Goussainville,2882,IDF_DEP_95,95280
Gout-Rossignol,7,reg75,24199
Goutrens,7,reg76,12111
Gouttières,4,reg84,63171
Gouvieux,395,reg32,60282
Gouvix,54,reg28,14309
Gouzon,38,reg75,23093
Goven,84,reg53,35123
Graçay,103,reg24,18103
Grâces,39,reg53,22067
Gradignan,2500,reg75,33192
Grainville-la-Teinturière,39,reg28,76315
Grainville-Langannerie,14,reg28,14310
Grainville-sur-Odon,39,reg28,14311
Grambois,10,reg93,84052
Grammond,11,reg84,42102
Gramond,3,reg76,12113
Grand'Landes,10,reg52,85102
Grand-Auverné,15,reg52,44065
Grand-Camp,17,reg28,76318
Grand-Camp,17,reg28,27295
Grand-Champ,137,reg53,56067
Grand-Couronne,1952,reg28,76319
Grand-Fougeray,55,reg53,35124
Grand-Verly,1,reg32,02783
Grand Bourgtheroulde,163,reg28,27105
Grandcamp-Maisy,102,reg28,14312
Grandchamps-des-Fontaines,187,reg52,44066
Grandfresnoy,21,reg32,60284
Grandpré,46,reg44,08198
Grandris,53,reg84,69093
Grandvillars,62,reg27,90053
Grandville,9,reg44,10167
Grandvillers-aux-Bois,1,reg32,60285
Grandvilliers,458,reg32,60286
Grane,16,reg84,26144
Grange-de-Vaivre,2,reg27,39259
Grasse,2903,reg93,06069
Graulhet,704,reg76,81105
Grauves,6,reg44,51281
Gravières,10,reg84,07100
Gravigny,559,reg28,27299
Graye-sur-Mer,1,reg28,14318
Grazay,6,reg52,53109
Grèges,59,reg28,76324
Grenade-sur-l'Adour,20,reg75,40117
Grentheville,55,reg28,14319
Gréolières,8,reg93,06070
Gréoux-les-Bains,143,reg93,04094
Grésy-sur-Aix,254,reg84,73128
Grésy-sur-Isère,87,reg84,73129
Gretz-Armainvilliers,766,IDF_DEP_77,77215
Greuville,6,reg28,76327
Grez-en-Bouère,38,reg52,53110
Grez-Neuville,20,reg52,49155
Grez-sur-Loing,3,IDF_DEP_77,77216
Grézet-Cavagnan,4,reg75,47114
Grézieu-la-Varenne,362,reg84,69094
Grézieu-le-Marché,24,reg84,69095
Grézieux-le-Fromental,10,reg84,42105
Grézolles,4,reg84,42106
Grignan,23,reg84,26146
Grignols,36,reg75,33195
Grignols,36,reg75,24205
Grignon,67,reg84,73130
Grigny,3992,IDF_DEP_91,91286
Grigny,1204,reg84,69096
Grillon,34,reg93,84053
Grisy-Suisnes,7,IDF_DEP_77,77217
Grisy-sur-Seine,7,IDF_DEP_77,77218
Groix,137,reg53,56069
Groléjac,8,reg75,24207
Gron,2,reg24,18105
Gron,78,reg27,89195
Grosbreuil,22,reg52,85103
Groslay,332,IDF_DEP_95,95288
Grosley-sur-Risle,9,reg28,27300
Grosmagny,28,reg27,90054
Grospierres,30,reg84,07101
Grossouvre,6,reg24,18106
Grouches-Luchuel,6,reg32,80392
Gruchet-le-Valasse,230,reg28,76329
Grues,4,reg52,85104
Grugny,35,reg28,76331
Gruissan,86,reg76,11170
Grumesnil,12,reg28,76332
Guagno,6,reg94,2A131
Guécélard,76,reg52,72146
Guégon,39,reg53,56070
Guéhenno,9,reg53,56071
Gueltas,20,reg53,56072
Guémené-Penfao,82,reg52,44067
Guémené-sur-Scorff,33,reg53,56073
Guengat,64,reg53,29066
Guénin,12,reg53,56074
Guenroc,6,reg53,22069
Guenrouet,52,reg52,44068
Guer,86,reg53,56075
Guérande,699,reg52,44069
Guéret,1828,reg75,23096
Guérin,3,reg75,47115
Guerlédan,24,reg53,22158
