"","LIBCOM","nb","zone"
"1073","Le Coudray",369,"reg24"
"1077","Le Malesherbois",575,"reg24"
"1087","Lèves",388,"reg24"
"1093","Ligueil",119,"reg24"
"1097","Loches",832,"reg24"
"1101","Lorris",122,"reg24"
"1104","Lucé",4293,"reg24"
"1106","Luisant",614,"reg24"
"1113","Luynes",348,"reg24"
"1117","Maintenon",326,"reg24"
"1118","Mainvilliers",710,"reg24"
"1143","Mehun-sur-Yèvre",418,"reg24"
"1152","Mer",562,"reg24"
"1156","Mettray",129,"reg24"
"1157","Meung-sur-Loire",399,"reg24"
"1161","Mondoubleau",142,"reg24"
"1162","Monnaie",191,"reg24"
"1163","Mont-près-Chambord",112,"reg24"
"1164","Montargis",3295,"reg24"
"1166","Montbazon",177,"reg24"
"1174","Montlouis-sur-Loire",804,"reg24"
"1175","Montoire-sur-le-Loir",212,"reg24"
"1178","Montrichard Val de Cher",392,"reg24"
"1180","Monts",372,"reg24"
"1194","Nazelles-Négron",299,"reg24"
"1195","Nérondes",116,"reg24"
"1199","Neuillé-Pont-Pierre",90,"reg24"
"1201","Neuville-aux-Bois",387,"reg24"
"1208","Nogent-sur-Vernisson",263,"reg24"
"1210","Notre-Dame-d'Oé",180,"reg24"
"1211","Nouan-le-Fuzelier",211,"reg24"
"1217","Noyers-sur-Cher",149,"reg24"
"1220","Olivet",1273,"reg24"
"1225","Orléans",15410,"reg24"
"1226","Ormes",213,"reg24"
"1227","Orval",251,"reg24"
"1238","Ouzouer-sur-Trézée",116,"reg24"
"1239","Pannes",146,"reg24"
"1241","Parçay-Meslay",122,"reg24"
"1243","Patay",147,"reg24"
"1246","Perrusson",132,"reg24"
"1251","Pithiviers",1575,"reg24"
"1252","Pithiviers-le-Vieil",103,"reg24"
"1254","Pocé-sur-Cisse",135,"reg24"
"1269","Puiseaux",206,"reg24"
"1282","Richelieu",176,"reg24"
"1288","Rochecorbon",146,"reg24"
"1289","Romorantin-Lanthenay",1646,"reg24"
"1292","Saint-Aignan",338,"reg24"
"1295","Saint-Amand-Montrond",1312,"reg24"
"1299","Saint-Avertin",910,"reg24"
"1304","Saint-Branchs",120,"reg24"
"1310","Saint-Cyr-sur-Loire",1313,"reg24"
"1311","Saint-Denis-de-l'Hôtel",262,"reg24"
"1313","Saint-Denis-en-Val",359,"reg24"
"1315","Saint-Doulchard",756,"reg24"
"1319","Saint-Étienne-de-Chigny",105,"reg24"
"1323","Saint-Florent-sur-Cher",618,"reg24"
"1332","Saint-Germain-du-Puy",579,"reg24"
"1334","Saint-Gervais-la-Forêt",131,"reg24"
"1341","Saint-Jean-de-Braye",2239,"reg24"
"1342","Saint-Jean-de-la-Ruelle",2235,"reg24"
"1343","Saint-Jean-le-Blanc",302,"reg24"
"1350","Saint-Laurent-Nouan",101,"reg24"
"1359","Saint-Martin-le-Beau",120,"reg24"
"1366","Saint-Ouen",177,"reg24"
"1370","Saint-Paterne-Racan",99,"reg24"
"1373","Saint-Pierre-des-Corps",3256,"reg24"
"1375","Saint-Pryvé-Saint-Mesmin",504,"reg24"
"1386","Sainte-Maure-de-Touraine",312,"reg24"
"1390","Salbris",728,"reg24"
"1394","Sancerre",143,"reg24"
"1395","Sancoins",272,"reg24"
"1398","Saran",1496,"reg24"
"1407","Savigny-sur-Braye",98,"reg24"
"1412","Selles-sur-Cher",273,"reg24"
"1415","Semoy",163,"reg24"
"1419","Sermaises",105,"reg24"
"1434","Sully-sur-Loire",666,"reg24"
"1456","Tours",19928,"reg24"
"1473","Veigné",281,"reg24"
"1474","Vendôme",2639,"reg24"
"1476","Véretz",161,"reg24"
"1481","Vernouillet",347,"reg24"
"1483","Veuzain-sur-Loire",157,"reg24"
"1486","Vierzon",2090,"reg24"
"1493","Villebarou",91,"reg24"
"1497","Villemandeur",536,"reg24"
"1506","Vineuil",439,"reg24"
"1510","Vouvray",133,"reg24"
"1530","Arnay-le-Duc",164,"reg27"
"1532","Asnières-lès-Dijon",118,"reg27"
"1534","Auxonne",817,"reg27"
"1537","Bavilliers",482,"reg27"
"1538","Beaucourt",553,"reg27"
"1540","Beaune",2520,"reg27"
"1541","Belfort",9141,"reg27"
"1549","Bourogne",138,"reg27"
"1550","Brazey-en-Plaine",130,"reg27"
"1553","Charny Orée de Puisaye",98,"reg27"
"1561","Cheny",298,"reg27"
"1572","Coteaux du Lizon",149,"reg27"
"1584","Cravanche",242,"reg27"
"1592","Damparis",186,"reg27"
"1594","Danjoutin",293,"reg27"
"1596","Delle",880,"reg27"
"1601","Dole",3305,"reg27"
"1615","Essert",196,"reg27"
"1638","Giromagny",317,"reg27"
"1648","Hauts de Bienne",649,"reg27"
"1655","Joigny",1199,"reg27"
"1686","Lavans-lès-Saint-Claude",172,"reg27"
"1701","Les Rousses",176,"reg27"
"1715","Lons-le-Saunier",2954,"reg27"
"1717","Louhans",365,"reg27"
"1722","Lux",190,"reg27"
"1723","Mâcon",6643,"reg27"
"1734","Marcigny",112,"reg27"
"1755","Migennes",907,"reg27"
"1758","Moirans-en-Montagne",192,"reg27"
"1763","Monéteau",220,"reg27"
"1771","Montceau-les-Mines",3963,"reg27"
"1773","Montcenis",150,"reg27"
"1774","Montchanin",934,"reg27"
"1781","Montmorot",144,"reg27"
"1785","Morbier",90,"reg27"
"1808","Offemont",551,"reg27"
"1823","Paray-le-Monial",1010,"reg27"
"1824","Paron",636,"reg27"
"1845","Poligny",228,"reg27"
"1848","Pont-sur-Yonne",276,"reg27"
"1857","Prissé",92,"reg27"
"1887","Saint-Amour",110,"reg27"
"1902","Saint-Claude",1708,"reg27"
"1903","Saint-Clément",178,"reg27"
"1913","Saint-Fargeau",90,"reg27"
"1915","Saint-Florentin",597,"reg27"
"1927","Saint-Julien-du-Sault",118,"reg27"
"1930","Saint-Laurent-en-Grandvaux",105,"reg27"
"1933","Saint-Léger-sur-Dheune",97,"reg27"
"1937","Saint-Marcel",487,"reg27"
"1944","Saint-Valérien",117,"reg27"
"1951","Salins-les-Bains",282,"reg27"
"1961","Sens",4524,"reg27"
"1964","Sevenans",153,"reg27"
"1970","Tavaux",160,"reg27"
"1976","Tonnerre",762,"reg27"
"1977","Toucy",227,"reg27"
"1984","Valdoie",599,"reg27"
"2005","Villeneuve-la-Guyard",146,"reg27"
"2007","Villeneuve-sur-Yonne",360,"reg27"
"2016","Agneaux",313,"reg28"
"2017","Agon-Coutainville",124,"reg28"
"2019","Alençon",5332,"reg28"
"2020","Alizay",208,"reg28"
"2028","Amfreville-la-Mi-Voie",477,"reg28"
"2036","Angerville-la-Campagne",134,"reg28"
"2041","Arelaune-en-Seine",125,"reg28"
"2042","Argences",357,"reg28"
"2043","Argentan",3133,"reg28"
"2046","Arques-la-Bataille",339,"reg28"
"2050","Aube",121,"reg28"
"2053","Auffay",208,"reg28"
"2055","Aumale",289,"reg28"
"2065","Avranches",1425,"reg28"
"2067","Bacqueville-en-Caux",164,"reg28"
"2077","Barentin",2221,"reg28"
"2080","Barneville-Carteret",163,"reg28"
"2089","Bayeux",2349,"reg28"
"2092","Bazoches-sur-Hoëne",115,"reg28"
"2099","Beaumont-le-Roger",274,"reg28"
"2107","Bellême",138,"reg28"
"2109","Bellengreville",108,"reg28"
"2116","Berd'huis",111,"reg28"
"2120","Bernay",1316,"reg28"
"2122","Bernières-sur-Mer",121,"reg28"
"2129","Beuzeville",214,"reg28"
"2132","Biéville-Beuville",188,"reg28"
"2133","Bihorel",1180,"reg28"
"2136","Blainville-sur-Orne",1145,"reg28"
"2138","Blangy-sur-Bresle",411,"reg28"
"2140","Blonville-sur-Mer",116,"reg28"
"2144","Bois-Guillaume",569,"reg28"
"2149","Bolbec",1466,"reg28"
"2152","Bonsecours",520,"reg28"
"2153","Boos",214,"reg28"
"2157","Bosroumois",105,"reg28"
"2165","Bourg-Achard",230,"reg28"
"2167","Bourguébus",111,"reg28"
"2177","Brécey",172,"reg28"
"2178","Bréhal",119,"reg28"
"2180","Breteuil",307,"reg28"
"2184","Bretteville-sur-Laize",113,"reg28"
"2185","Bretteville-sur-Odon",214,"reg28"
"2188","Bricquebec-en-Cotentin",382,"reg28"
"2191","Brionne",511,"reg28"
"2192","Briouze",106,"reg28"
"2194","Broglie",96,"reg28"
"2203","Cabourg",436,"reg28"
"2204","Caen",15558,"reg28"
"2205","Cagny",255,"reg28"
"2211","Cambes-en-Plaine",122,"reg28"
"2218","Canteleu",4027,"reg28"
"2221","Cany-Barville",497,"reg28"
"2225","Carpiquet",351,"reg28"
"2228","Caudebec-lès-Elbeuf",1105,"reg28"
"2229","Caumont-sur-Aure",131,"reg28"
"2235","Ceton",114,"reg28"
"2242","Charleval",149,"reg28"
"2249","Cléon",1248,"reg28"
"2250","Clères",123,"reg28"
"2254","Colleville-Montgomery",133,"reg28"
"2256","Colombelles",1634,"reg28"
"2258","Conches-en-Ouche",657,"reg28"
"2259","Condé-en-Normandie",742,"reg28"
"2265","Cormelles-le-Royal",446,"reg28"
"2272","Courseulles-sur-Mer",188,"reg28"
"2278","Creully sur Seulles",113,"reg28"
"2281","Criquetot-l'Esneval",97,"reg28"
"2293","Cuverville",216,"reg28"
"2295","Damigny",133,"reg28"
"2298","Darnétal",1949,"reg28"
"2299","Deauville",538,"reg28"
"2300","Démouville",312,"reg28"
"2301","Déville-lès-Rouen",1727,"reg28"
"2303","Dieppe",5674,"reg28"
"2304","Dives-sur-Mer",943,"reg28"
"2305","Domfront en Poiraie",366,"reg28"
"2308","Doudeville",228,"reg28"
"2311","Douvres-la-Délivrande",350,"reg28"
"2312","Dozulé",191,"reg28"
"2313","Duclair",394,"reg28"
"2318","Écouché-les-Vallées",160,"reg28"
"2325","Elbeuf",3500,"reg28"
"2329","Envermeu",94,"reg28"
"2337","Épron",218,"reg28"
"2350","Éterville",108,"reg28"
"2352","Étrépagny",269,"reg28"
"2355","Eu",390,"reg28"
"2357","Évreux",10167,"reg28"
"2358","Ézy-sur-Eure",150,"reg28"
"2359","Falaise",1026,"reg28"
"2361","Fécamp",2700,"reg28"
"2369","Flers",2315,"reg28"
"2370","Fleury-sur-Andelle",158,"reg28"
"2371","Fleury-sur-Orne",699,"reg28"
"2378","Fontaine-la-Mallet",98,"reg28"
"2384","Forges-les-Eaux",402,"reg28"
"2386","Foucarmont",111,"reg28"
"2388","Franqueville-Saint-Pierre",424,"reg28"
"2396","Gacé",265,"reg28"
"2397","Gaillefontaine",146,"reg28"
"2398","Gaillon",1074,"reg28"
"2399","Gainneville",109,"reg28"
"2403","Gasny",174,"reg28"
"2409","Giberville",799,"reg28"
"2411","Gisors",2026,"reg28"
"2417","Gonfreville-l'Orcher",2119,"reg28"
"2422","Gournay-en-Bray",987,"reg28"
"2428","Grand-Couronne",1952,"reg28"
"2429","Grand Bourgtheroulde",163,"reg28"
"2430","Grandcamp-Maisy",102,"reg28"
"2431","Gravigny",559,"reg28"
"2438","Gruchet-le-Valasse",230,"reg28"
"2446","Harfleur",1903,"reg28"
"2454","Hermanville-sur-Mer",112,"reg28"
"2455","Hérouville-Saint-Clair",4638,"reg28"
"2460","Honfleur",1206,"reg28"
"2463","Houlgate",95,"reg28"
"2464","Houppeville",93,"reg28"
"2467","Ifs",1461,"reg28"
"2472","Incheville",146,"reg28"
"2475","Isigny-sur-Mer",380,"reg28"
"2477","Ivry-la-Bataille",122,"reg28"
"2482","L'Aigle",1370,"reg28"
"2486","La Bonneville-sur-Iton",281,"reg28"
"2487","La Bouille",138,"reg28"
"2494","La Chapelle-Longueville",209,"reg28"
"2501","La Ferrière-aux-Étangs",89,"reg28"
"2504","La Ferté-en-Ouche",163,"reg28"
"2505","La Ferté Macé",660,"reg28"
"2507","La Frénaye",116,"reg28"
"2509","La Hague",724,"reg28"
"2543","Le Grand-Quevilly",8833,"reg28"
"2545","Le Havre",30303,"reg28"
"2546","Le Hom",263,"reg28"
"2547","Le Houlme",657,"reg28"
"2549","Le Manoir",177,"reg28"
"2551","Le Mêle-sur-Sarthe",101,"reg28"
"2555","Le Mesnil-Esnard",456,"reg28"
"2559","Le Molay-Littry",255,"reg28"
"2560","Le Neubourg",433,"reg28"
"2561","Le Petit-Quevilly",4268,"reg28"
"2566","Le Thuit de l'Oison",114,"reg28"
"2567","Le Trait",743,"reg28"
"2568","Le Tréport",722,"reg28"
"2571","Le Val d'Hazey",579,"reg28"
"2572","Le Vaudreuil",296,"reg28"
"2573","Léry",304,"reg28"
"2574","Les Andelys",1052,"reg28"
"2578","Les Grandes-Ventes",152,"reg28"
"2581","Les Monts d'Aunay",337,"reg28"
"2585","Lillebonne",1959,"reg28"
"2589","Lion-sur-Mer",109,"reg28"
"2590","Lisieux",4266,"reg28"
"2594","Livarot-Pays-d'Auge",364,"reg28"
"2600","Longueville-sur-Scie",122,"reg28"
"2604","Louviers",3351,"reg28"
"2605","Louvigny",262,"reg28"
"2606","Luc-sur-Mer",144,"reg28"
"2607","Luneray",149,"reg28"
"2612","Malaunay",712,"reg28"
"2623","Maromme",2942,"reg28"
"2629","May-sur-Orne",109,"reg28"
"2631","Ménilles",112,"reg28"
"2633","Merville-Franceville-Plage",110,"reg28"
"2638","Mesnils-sur-Iton",231,"reg28"
"2641","Mézidon Vallée d'Auge",934,"reg28"
"2645","Mondeville",1484,"reg28"
"2647","Mont-Saint-Aignan",4021,"reg28"
"2651","Montivilliers",1782,"reg28"
"2657","Montville",441,"reg28"
"2659","Mortagne-au-Perche",518,"reg28"
"2665","Moulineaux",98,"reg28"
"2668","Moult-Chicheboville",287,"reg28"
"2669","Moyaux",97,"reg28"
"2670","Nassandres sur Risle",105,"reg28"
"2672","Neufchâtel-en-Bray",637,"reg28"
"2676","Nonancourt",288,"reg28"
"2680","Notre-Dame-de-Bondeville",993,"reg28"
"2681","Noues de Sienne",138,"reg28"
"2684","Octeville-sur-Mer",212,"reg28"
"2685","Offranville",294,"reg28"
"2687","Oissel",2017,"reg28"
"2688","Orbec",171,"reg28"
"2694","Ouistreham",748,"reg28"
"2698","Pacy-sur-Eure",293,"reg28"
"2701","Pavilly",1084,"reg28"
"2705","Perriers-sur-Andelle",94,"reg28"
"2708","Petit-Caux",303,"reg28"
"2709","Petit-Couronne",1607,"reg28"
"2714","Pîtres",228,"reg28"
"2717","Pont-Audemer",2034,"reg28"
"2720","Pont-de-l'Arche",365,"reg28"
"2721","Pont-l'Évêque",617,"reg28"
"2725","Port-en-Bessin-Huppain",174,"reg28"
"2726","Port-Jérôme-sur-Seine",1112,"reg28"
"2727","Potigny",101,"reg28"
"2734","Quillebeuf-sur-Seine",93,"reg28"
"2737","Rai",96,"reg28"
"2746","Rives-en-Seine",454,"reg28"
"2747","Rives d'Andaine",108,"reg28"
"2753","Romilly-sur-Andelle",123,"reg28"
"2755","Rouen",15660,"reg28"
"2759","Routot",135,"reg28"
"2761","Rouxmesnil-Bouteilles",99,"reg28"
"2763","Rugles",218,"reg28"
"2766","Sablons sur Huisne",87,"reg28"
"2771","Saint-André-de-l'Eure",276,"reg28"
"2772","Saint-André-sur-Orne",184,"reg28"
"2773","Saint-Arnoult",119,"reg28"
"2779","Saint-Aubin-lès-Elbeuf",1342,"reg28"
"2781","Saint-Aubin-sur-Mer",159,"reg28"
"2787","Saint-Contest",126,"reg28"
"2795","Saint-Étienne-du-Rouvray",5603,"reg28"
"2798","Saint-Eustache-la-Forêt",110,"reg28"
"2801","Saint-Gatien-des-Bois",102,"reg28"
"2808","Saint-Germain-du-Corbéis",284,"reg28"
"2809","Saint-Germain-la-Blanche-Herbe",463,"reg28"
"2822","Saint-Léger-du-Bourg-Denis",356,"reg28"
"2828","Saint-Marcel",269,"reg28"
"2834","Saint-Martin-de-Fontenay",142,"reg28"
"2841","Saint-Nicolas-d'Aliermont",316,"reg28"
"2858","Saint-Pierre-de-Varengeville",117,"reg28"
"2864","Saint-Pierre-du-Vauvray",96,"reg28"
"2866","Saint-Pierre-en-Auge",548,"reg28"
"2870","Saint-Pierre-lès-Elbeuf",991,"reg28"
"2875","Saint-Romain-de-Colbosc",261,"reg28"
"2876","Saint-Saëns",230,"reg28"
"2877","Saint-Sauveur-le-Vicomte",125,"reg28"
"2878","Saint-Sauveur-Lendelin",141,"reg28"
"2879","Saint-Sébastien-de-Morsent",566,"reg28"
"2886","Saint-Vaast-la-Hougue",209,"reg28"
"2887","Saint-Valery-en-Caux",538,"reg28"
"2891","Saint-Vigor-le-Grand",136,"reg28"
"2893","Sainte-Adresse",437,"reg28"
"2910","Saline",317,"reg28"
"2916","Sartilly-Baie-Bocage",99,"reg28"
"2921","Sées",497,"reg28"
"2924","Serquigny",246,"reg28"
"2927","Soliers",146,"reg28"
"2932","Sotteville-lès-Rouen",4514,"reg28"
"2935","Souleuvre en Bocage",118,"reg28"
"2936","Sourdeval",200,"reg28"
"2943","Terres-de-Caux",124,"reg28"
"2945","Tessy-Bocage",147,"reg28"
"2949","Thiberville",161,"reg28"
"2952","Thue et Mue",184,"reg28"
"2954","Tillières-sur-Avre",142,"reg28"
"2956","Tilly-sur-Seulles",93,"reg28"
"2957","Tinchebray-Bocage",207,"reg28"
"2962","Torigny-les-Villes",328,"reg28"
"2963","Tôtes",209,"reg28"
"2965","Touques",625,"reg28"
"2967","Tourouvre au Perche",265,"reg28"
"2968","Tourville-la-Rivière",263,"reg28"
"2976","Trévières",97,"reg28"
"2980","Trouville-sur-Mer",674,"reg28"
"2986","Val-au-Perche",316,"reg28"
"2988","Val-de-Reuil",3253,"reg28"
"2989","Val-de-Saâne",120,"reg28"
"2996","Valognes",903,"reg28"
"3007","Verneuil d'Avre et d'Iton",1048,"reg28"
"3008","Vernon",3499,"reg28"
"3011","Verson",273,"reg28"
"3021","Villedieu-les-Poêles-Rouffigny",504,"reg28"
"3022","Villers-Bocage",436,"reg28"
"3026","Villers-sur-Mer",144,"reg28"
"3033","Vimoutiers",616,"reg28"
"3036","Vire Normandie",1885,"reg28"
"3039","Yainville",151,"reg28"
"3041","Yerville",261,"reg28"
"3047","Yvetot",1734,"reg28"
"3061","Abscon",598,"reg32"
"3065","Agnetz",120,"reg32"
"3068","Allennes-les-Marais",128,"reg32"
"3072","Amiens",10373,"reg32"
"3073","Andeville",142,"reg32"
"3076","Aniche",1268,"reg32"
"3077","Anizy-le-Château",129,"reg32"
"3078","Annoeullin",706,"reg32"
"3079","Anor",119,"reg32"
"3083","Anzin",1761,"reg32"
"3084","Arleux",231,"reg32"
"3085","Armbouts-Cappel",115,"reg32"
"3086","Armentières",2996,"reg32"
"3092","Assevent",285,"reg32"
"3095","Athies-sous-Laon",114,"reg32"
"3096","Attiches",139,"reg32"
"3099","Auberchicourt",603,"reg32"
"3103","Auby",1264,"reg32"
"3106","Aulnoy-lez-Valenciennes",865,"reg32"
"3107","Aulnoye-Aymeries",1493,"reg32"
"3109","Auneuil",246,"reg32"
"3114","Avesnelles",87,"reg32"
"3115","Avesnes-les-Aubert",131,"reg32"
"3116","Avesnes-sur-Helpe",670,"reg32"
"3120","Bachant",297,"reg32"
"3124","Bailleul",1273,"reg32"
"3126","Bailleul-sur-Thérain",215,"reg32"
"3129","Baisieux",205,"reg32"
"3135","Bauvin",400,"reg32"
"3136","Bavay",297,"reg32"
"3152","Beautor",253,"reg32"
"3153","Beauvais",10058,"reg32"
"3158","Bellaing",151,"reg32"
"3160","Belleu",709,"reg32"
"3164","Bergues",493,"reg32"
"3166","Berlaimont",181,"reg32"
"3176","Berthecourt",102,"reg32"
"3181","Béthisy-Saint-Pierre",338,"reg32"
"3182","Béthune",876,"reg32"
"3193","Beuvrages",1199,"reg32"
"3195","Beuvry",724,"reg32"
"3200","Biache-Saint-Vaast",151,"reg32"
"3204","Billy-Berclau",240,"reg32"
"3205","Billy-Montigny",1661,"reg32"
"3215","Blaringhem",126,"reg32"
"3216","Blendecques",280,"reg32"
"3221","Bohain-en-Vermandois",373,"reg32"
"3228","Bondues",509,"reg32"
"3233","Boran-sur-Oise",123,"reg32"
"3234","Bornel",290,"reg32"
"3236","Bouchain",290,"reg32"
"3238","Boué",137,"reg32"
"3239","Boulogne-sur-Mer",7234,"reg32"
"3241","Bourbourg",733,"reg32"
"3248","Bousbecque",304,"reg32"
"3252","Boussois",320,"reg32"
"3254","Bouvigny-Boyeffles",109,"reg32"
"3257","Boves",133,"reg32"
"3258","Braine",205,"reg32"
"3260","Brasles",129,"reg32"
"3261","Bray-Dunes",256,"reg32"
"3263","Brebières",337,"reg32"
"3265","Brenouille",135,"reg32"
"3266","Bresles",225,"reg32"
"3267","Breteuil",612,"reg32"
"3270","Breuil-le-Sec",130,"reg32"
"3280","Bruay-la-Buissière",678,"reg32"
"3281","Bruay-sur-l'Escaut",1530,"reg32"
"3282","Bruille-lez-Marchiennes",108,"reg32"
"3296","Bury",101,"reg32"
"3304","Cambrai",2972,"reg32"
"3306","Cambronne-lès-Ribécourt",168,"reg32"
"3307","Camon",388,"reg32"
"3316","Cantin",146,"reg32"
"3317","Capinghem",192,"reg32"
"3320","Cappelle-la-Grande",1159,"reg32"
"3325","Cassel",122,"reg32"
"3329","Caudry",1294,"reg32"
"3341","Chambly",1268,"reg32"
"3345","Chantilly",1245,"reg32"
"3347","Charly-sur-Marne",209,"reg32"
"3349","Château-Thierry",2596,"reg32"
"3351","Chaulnes",168,"reg32"
"3352","Chaumont-en-Vexin",253,"reg32"
"3353","Chauny",1519,"reg32"
"3355","Chépy",139,"reg32"
"3360","Chevrières",86,"reg32"
"3366","Choisy-au-Bac",280,"reg32"
"3367","Cires-lès-Mello",287,"reg32"
"3370","Clairoix",122,"reg32"
"3374","Clermont",1511,"reg32"
"3378","Comines",1308,"reg32"
"3379","Compiègne",7028,"reg32"
"3383","Condé-sur-l'Escaut",1953,"reg32"
"3385","Conty",92,"reg32"
"3388","Corbie",647,"reg32"
"3393","Coudekerque-Branche",2890,"reg32"
"3399","Courchelettes",215,"reg32"
"3405","Couvron-et-Aumencourt",113,"reg32"
"3406","Coye-la-Forêt",239,"reg32"
"3411","Crécy-sur-Serre",93,"reg32"
"3412","Creil",7443,"reg32"
"3414","Crépy-en-Valois",1389,"reg32"
"3415","Crespin",400,"reg32"
"3416","Crèvecoeur-le-Grand",366,"reg32"
"3418","Crézancy",95,"reg32"
"3420","Croix",1971,"reg32"
"3421","Crouy",286,"reg32"
"3422","Cuffies",396,"reg32"
"3423","Cuincy",579,"reg32"
"3424","Cuise-la-Motte",205,"reg32"
"3429","Cysoing",200,"reg32"
"3436","Dechy",885,"reg32"
"3437","Denain",2635,"reg32"
"3438","Deûlémont",94,"reg32"
"3448","Don",88,"reg32"
"3449","Douai",7206,"reg32"
"3450","Douchy-les-Mines",1693,"reg32"
"3451","Doullens",630,"reg32"
"3454","Dunkerque",14230,"reg32"
"3457","Écaillon",366,"reg32"
"3473","Eppeville",114,"reg32"
"3477","Ercuis",128,"reg32"
"3480","Erquinghem-Lys",389,"reg32"
"3484","Escaudain",774,"reg32"
"3493","Estrées-Saint-Denis",348,"reg32"
"3499","Étreux",152,"reg32"
"3506","Feuquières",236,"reg32"
"3507","Feuquières-en-Vimeu",183,"reg32"
"3508","Fitz-James",219,"reg32"
"3510","Flesselles",110,"reg32"
"3513","Flixecourt",298,"reg32"
"3516","Formerie",199,"reg32"
"3528","Fressenneville",109,"reg32"
"3529","Friville-Escarbotin",278,"reg32"
"3531","Froissy",106,"reg32"
"3532","Gamaches",206,"reg32"
"3540","Gouvieux",395,"reg32"
"3544","Grandvilliers",458,"reg32"
"3547","Guiscard",162,"reg32"
"3549","Ham",657,"reg32"
"3551","Harbonnières",150,"reg32"
"3559","Hermes",235,"reg32"
"3568","Jaux",102,"reg32"
"3572","La Bassée",807,"reg32"
"3574","La Capelle",227,"reg32"
"3575","La Chapelle-d'Armentières",690,"reg32"
"3576","La Chapelle-en-Serval",95,"reg32"
"3578","La Fère",535,"reg32"
"3584","La Sentinelle",408,"reg32"
"3590","Lachapelle-aux-Pots",136,"reg32"
"3592","Lacroix-Saint-Ouen",381,"reg32"
"3594","Laigneville",388,"reg32"
"3597","Lamorlaye",334,"reg32"
"3604","Le Cateau-Cambrésis",429,"reg32"
"3605","Le Coudray-Saint-Germer",124,"reg32"
"3616","Le Plessis-Belleville",359,"reg32"
"3621","Le Quesnoy",631,"reg32"
"3625","Liancourt",823,"reg32"
"3634","Longpré-les-Corps-Saints",93,"reg32"
"3635","Longueau",1063,"reg32"
"3636","Longueil-Annel",218,"reg32"
"3642","Maignelay-Montigny",250,"reg32"
"3648","Margny-lès-Compiègne",880,"reg32"
"3650","Marseille-en-Beauvaisis",244,"reg32"
"3658","Mers-les-Bains",232,"reg32"
"3659","Méru",1593,"reg32"
"3663","Milly-sur-Thérain",145,"reg32"
"3676","Montataire",2258,"reg32"
"3677","Montdidier",684,"reg32"
"3681","Moreuil",293,"reg32"
"3684","Mouy",571,"reg32"
"3688","Nanteuil-le-Haudouin",365,"reg32"
"3689","Nesle",168,"reg32"
"3692","Neuilly-en-Thelle",231,"reg32"
"3695","Noailles",245,"reg32"
"3696","Nogent-sur-Oise",2900,"reg32"
"3703","Noyon",2172,"reg32"
"3716","Péronne",1100,"reg32"
"3719","Phalempin",193,"reg32"
"3727","Poix-de-Picardie",246,"reg32"
"3728","Poix-du-Nord",92,"reg32"
"3730","Pont-à-Marcq",175,"reg32"
"3731","Pont-de-Metz",128,"reg32"
"3733","Pont-Remy",90,"reg32"
"3734","Pont-Sainte-Maxence",1952,"reg32"
"3735","Pont-sur-Sambre",165,"reg32"
"3740","Précy-sur-Oise",136,"reg32"
"3745","Prouvy",201,"reg32"
"3746","Proville",197,"reg32"
"3747","Provin",358,"reg32"
"3753","Quarouble",114,"reg32"
"3757","Quesnoy-sur-Deûle",448,"reg32"
"3759","Quiévrechain",872,"reg32"
"3763","Râches",120,"reg32"
"3765","Raillencourt-Sainte-Olle",101,"reg32"
"3766","Raimbeaucourt",224,"reg32"
"3770","Raismes",2018,"reg32"
"3772","Rantigny",148,"reg32"
"3774","Recquignies",219,"reg32"
"3778","Renescure",87,"reg32"
"3779","Ressons-sur-Matz",155,"reg32"
"3786","Ribécourt-Dreslincourt",365,"reg32"
"3788","Rieux",95,"reg32"
"3790","Rivery",166,"reg32"
"3793","Roeulx",202,"reg32"
"3794","Roisel",89,"reg32"
"3797","Ronchin",1993,"reg32"
"3798","Roncq",999,"reg32"
"3799","Roost-Warendin",842,"reg32"
"3800","Rosières-en-Santerre",211,"reg32"
"3803","Roubaix",15268,"reg32"
"3804","Rousies",266,"reg32"
"3811","Roye",942,"reg32"
"3813","Rue",99,"reg32"
"3822","Sainghin-en-Mélantois",132,"reg32"
"3823","Sainghin-en-Weppes",200,"reg32"
"3824","Sains-du-Nord",270,"reg32"
"3827","Saint-Amand-les-Eaux",1655,"reg32"
"3829","Saint-André-lez-Lille",1293,"reg32"
"3841","Saint-Just-en-Chaussée",878,"reg32"
"3844","Saint-Léger-lès-Domart",194,"reg32"
"3845","Saint-Leu-d'Esserent",509,"reg32"
"3851","Saint-Maximin",342,"reg32"
"3856","Saint-Quentin",2619,"reg32"
"3860","Saint-Saulve",1426,"reg32"
"3866","Saint-Valery-sur-Somme",97,"reg32"
"3869","Sainte-Geneviève",204,"reg32"
"3873","Saleux",201,"reg32"
"3874","Salomé",199,"reg32"
"3875","Salouël",203,"reg32"
"3877","Santes",201,"reg32"
"3880","Saultain",148,"reg32"
"3885","Seclin",1467,"reg32"
"3888","Sequedin",112,"reg32"
"3894","Sin-le-Noble",2294,"reg32"
"3896","Sissonne",199,"reg32"
"3898","Soissons",5756,"reg32"
"3899","Solesmes",181,"reg32"
"3901","Somain",1616,"reg32"
"3907","Steenvoorde",118,"reg32"
"3908","Steenwerck",170,"reg32"
"3912","Templemars",165,"reg32"
"3913","Templeuve-en-Pévèle",176,"reg32"
