"","LIBCOM","nb","zone"
"10369","Le Pontet",1155,"reg93"
"10371","Le Thor",273,"reg93"
"10373","Les Mées",139,"reg93"
"10382","Malijai",133,"reg93"
"10384","Mandelieu-la-Napoule",1096,"reg93"
"10385","Manosque",1610,"reg93"
"10388","Menton",1547,"reg93"
"10393","Mondragon",142,"reg93"
"10394","Monteux",835,"reg93"
"10396","Morières-lès-Avignon",456,"reg93"
"10399","Mouans-Sartoux",436,"reg93"
"10400","Mougins",731,"reg93"
"10404","Nice",22341,"reg93"
"10407","Oraison",215,"reg93"
"10408","Orange",2678,"reg93"
"10409","Pégomas",172,"reg93"
"10410","Peille",93,"reg93"
"10414","Pernes-les-Fontaines",197,"reg93"
"10415","Pertuis",932,"reg93"
"10416","Peymeinade",270,"reg93"
"10418","Peyruis",94,"reg93"
"10424","Puget-Théniers",95,"reg93"
"10433","Robion",122,"reg93"
"10435","Roquebrune-Cap-Martin",439,"reg93"
"10436","Roquefort-les-Pins",242,"reg93"
"10440","Saint-André-de-la-Roche",385,"reg93"
"10445","Saint-Étienne-de-Tinée",112,"reg93"
"10449","Saint-Jean-Cap-Ferrat",118,"reg93"
"10451","Saint-Laurent-du-Var",1534,"reg93"
"10455","Saint-Martin-du-Var",105,"reg93"
"10463","Saint-Saturnin-lès-Avignon",186,"reg93"
"10468","Sainte-Tulle",206,"reg93"
"10472","Sarrians",226,"reg93"
"10477","Sérignan-du-Comtat",103,"reg93"
"10479","Sisteron",585,"reg93"
"10480","Sorgues",1451,"reg93"
"10483","Tende",122,"reg93"
"10484","Théoule-sur-Mer",106,"reg93"
"10494","Vaison-la-Romaine",261,"reg93"
"10495","Valbonne",965,"reg93"
"10497","Vallauris",1114,"reg93"
"10498","Valréas",268,"reg93"
"10499","Vedène",745,"reg93"
"10502","Vence",594,"reg93"
"10505","Villefranche-sur-Mer",118,"reg93"
"10506","Villeneuve-Loubet",504,"reg93"
"10508","Ajaccio",4389,"reg94"
"10512","Bastia",5141,"reg94"
"10514","Biguglia",96,"reg94"
"10515","Bonifacio",137,"reg94"
"10516","Borgo",234,"reg94"
"10517","Calenzana",99,"reg94"
"10518","Calvi",343,"reg94"
"10526","Corte",373,"reg94"
"10530","Figari",86,"reg94"
"10531","Furiani",137,"reg94"
"10534","L'Île-Rousse",110,"reg94"
"10536","Lucciana",331,"reg94"
"10544","Penta-di-Casinca",95,"reg94"
"10546","Porto-Vecchio",657,"reg94"
"10547","Propriano",189,"reg94"
"10548","Prunelli-di-Fiumorbo",143,"reg94"
"10550","Saint-Florent",88,"reg94"
"10552","San-Nicolao",122,"reg94"
"10557","Sari-Solenzara",111,"reg94"
"10558","Sarrola-Carcopino",357,"reg94"
"10559","Sartène",155,"reg94"
"10562","Ventiseri",130,"reg94"
"10563","Vescovato",180,"reg94"
