Code,Libcom,fammilles monoparentales,residences principales surroccupées,IFS,taille menages
7343,Vinezac,57,2.6,0,2.39
7344,Vinzieux,10,0,0,2.69
7345,Vion,35,0,0,2.32
7346,Viviers,166,3.5,0,2.2
7347,Vocance,21,1.9,0,2.23
7348,Vogüé,76,3,0,2.11
7349,La Voulte-sur-Rhône,280,3.7,0,1.99
8001,Acy-Romance,15,0,0,2.2
8003,Aiglemont,45,0,0,2.27
8004,Aire,10,0,0,2.57
8005,Alincourt,0,0,0,2.82
8006,Alland'Huy-et-Sausseuil,10,0,0,2.43
8008,Amagne,39,1.6,0,2.41
8010,Ambly-Fleury,0,0,0,2.23
8011,Anchamps,10,0,0,2.29
8013,Angecourt,15,0,0,2.25
8014,Annelles,5,0,0,3
8015,Antheny,5,0,0,2.02
8016,Aouste,5,5.9,0,2.47
8017,Apremont,0,0,0,2.21
8018,Ardeuil-et-Montfauxelles,0,0,0,2.11
8019,Les Grandes-Armoises,0,0,0,2.65
8020,Les Petites-Armoises,5,0,0,2.31
8021,Arnicourt,5,0,0,2.51
8022,Arreux,5,0,0,2.31
8023,Artaise-le-Vivier,0,0,0,2.28
8024,Asfeld,40,1.1,0,2.33
8025,Attigny,50,1.9,1,2.08
8026,Aubigny-les-Pothées,15,0,0,2.42
8027,Auboncourt-Vauzelles,0,0,0,2.43
8028,Aubrives,20,0,0,2.41
8029,Auflance,0,0,0,2.13
8030,Auge,10,0,0,2.32
8031,Aure,0,0,0,1.72
8032,Aussonce,10,0,0,2.82
8033,Authe,0,0,0,2.14
8034,Autrecourt-et-Pourron,20,0,0,2.14
8035,Autruche,0,0,0,2.17
8036,Autry,5,8.3,0,2.12
8037,Auvillers-les-Forges,35,4.2,0,2.34
8038,Avançon,0,4.2,0,2.67
8039,Avaux,5,0,0,2.3
8040,Les Ayvelles,36,2.5,0,2.46
8041,Baâlons,10,0,0,2.35
8043,Balan,45,2.1,0,2.23
8044,Balham,11,0,0,2.71
8045,Ballay,10,0,0,2.16
8046,Banogne-Recouvrance,0,0,0,2.45
8047,Barbaise,0,0,0,2.36
8048,Barby,10,3.2,0,2.48
8049,Bar-lès-Buzancy,5,0,0,2.36
8052,Bayonville,0,0,0,1.87
8053,Bazeilles,76,0,0,2.16
8055,Beaumont-en-Argonne,25,0,0,2.29
8056,Beffu-et-le-Morthomme,10,0,0,2.05
8057,Belleville-et-Châtillon-sur-Bar,5,0,0,1.97
8058,Belval,0,0,0,2.39
8059,Belval-Bois-des-Dames,0,0,0,1.87
8060,Bergnicourt,10,0,0,2.89
8061,La Berlière,0,0,0,2.38
8062,Bertoncourt,5,0,0,2.25
8063,La Besace,5,0,0,2.46
8064,Biermes,0,0,0,2.48
8065,Bièvres,5,0,0,2
8066,Bignicourt,0,0,0,2.52
8067,Blagny,35,0,0,2.26
8069,Blanchefosse-et-Bay,10,0,0,2.01
8070,Blanzy-la-Salonnaise,10,0,0,2.53
8071,Blombay,0,0,0,2.4
8073,Bossus-lès-Rumigny,10,0,0,2.21
8074,Bouconville,0,0,0,2.11
8075,Boult-aux-Bois,10,0,0,2.03
8076,Boulzicourt,40,1.1,0,2.23
8077,Bourcq,5,0,0,1.89
8078,Bourg-Fidèle,30,0,0,2.45
8080,Bouvellemont,0,0,0,2.79
8081,Bogny-sur-Meuse,300,0.9,1,2.27
8082,Brécy-Brières,0,0,0,2.31
8083,Brévilly,0,0,0,2.26
8084,Brienne-sur-Aisne,0,0,0,2.84
8085,Brieulles-sur-Bar,0,0,0,2.4
8086,Briquenay,5,0,0,1.96
8087,Brognon,10,0,0,2.13
8088,Bulson,0,0,0,2.48
8089,Buzancy,15,3.1,0,2.31
8090,Carignan,170,2.3,1,2.15
8092,Cauroy,0,0,0,2.24
8094,Cernion,0,0,0,2.42
8095,Chagny,10,0,0,2.39
8096,Chalandry-Elaire,10,0,0,2.46
8097,Challerange,19,2.3,0,2.17
8098,Champigneulle,0,0,0,1.86
8099,Champigneul-sur-Vence,0,0,0,2.46
8100,Champlin,0,0,0,2.28
8101,La Chapelle,10,0,0,2.35
8102,Chappes,0,0,0,2.17
8103,Charbogne,0,0,0,2.26
8104,Chardeny,0,20,0,2.39
8105,Charleville-Mézières,2706,3.1,0,1.98
8106,Charnois,0,0,0,2.45
8107,Château-Porcien,35,1,0,2.38
8109,Chatel-Chéhéry,10,0,0,2.01
8110,Le Châtelet-sur-Sormonne,15,0,0,2.13
8111,Le Châtelet-sur-Retourne,20,1.8,0,2.76
8113,Chaumont-Porcien,15,0,0,2.3
8115,Chémery-Chéhéry,10,0,0,2.22
8116,Bairon et ses environs,45,1,0,2.11
8117,Chesnois-Auboncourt,5,7.1,0,2.37
8119,Cheveuges,20,0,0,2.51
8120,Chevières,0,0,0,2.14
8121,Chilly,5,0,0,2.36
8122,Chooz,20,0,0,2.28
8123,Chuffilly-Roche,10,0,0,2.06
8124,Clavy-Warby,10,0,0,2.27
8125,Cliron,15,0,0,2.41
8126,Condé-lès-Herpy,0,5.9,0,2.52
8128,Condé-lès-Autry,0,0,0,2.09
8130,Contreuve,5,0,0,2.08
8131,Cornay,0,0,0,1.94
8132,Corny-Machéroménil,0,0,0,2.54
8133,Coucy,25,2.6,0,2.53
8134,Coulommes-et-Marqueny,0,0,0,2.05
8135,La Croix-aux-Bois,0,0,0,2.51
8136,Daigny,5,0,0,2.6
8137,Damouzy,32,2.9,0,2.44
8138,Les Deux-Villes,10,0,0,2.59
8139,Deville,50,2.1,0,2.17
8140,Dom-le-Mesnil,41,0,0,2.32
8141,Dommery,10,0,0,2.33
8142,Donchery,75,1.7,0,2.19
8143,Doumely-Bégny,0,0,0,2.28
8144,Doux,5,0,0,2.58
8145,Douzy,123,0.6,0,2.44
8146,Draize,0,0,0,2.27
8147,Dricourt,5,0,0,2.61
8148,L'Écaille,10,0,0,2.84
8149,L'Échelle,5,0,0,2.36
8150,Écly,0,6.7,0,2.24
8151,Écordal,15,0,0,2.25
8153,Escombres-et-le-Chesnois,15,0,0,2.53
8154,Estrebay,0,0,0,2.38
8155,Étalle,10,0,0,2.62
8156,Éteignières,15,0,0,2.4
8158,Étrépigny,0,0,0,2.55
8159,Euilly-et-Lombut,0,0,0,2.24
8160,Évigny,10,0,0,2.21
8161,Exermont,0,0,0,2.77
8162,Fagnon,10,0,0,2.43
8163,Faissault,5,0,0,2.5
8164,Falaise,0,0,0,2.26
8165,Faux,0,0,0,2.55
8166,Fépin,0,5,0,2.73
8167,La Férée,0,0,0,2.18
8168,La Ferté-sur-Chiers,5,5.9,0,2.02
8169,Flaignes-Havys,5,0,0,2.04
8170,Fleigneux,10,0,0,2.58
8171,Fléville,0,0,0,2.18
8172,Fligny,5,0,0,2.92
8173,Flize,50,0,0,2.32
8174,Floing,40,0.4,0,2.24
8175,Foisches,5,0,0,2.14
8176,Fossé,0,0,0,1.89
8178,Fraillicourt,5,6.3,0,2.36
8179,Francheval,30,0,0,2.3
8180,La Francheville,70,0.7,0,2.29
8182,Le Fréty,5,0,0,1.93
8183,Fromelennes,15,0,0,2.28
8184,Fromy,5,0,0,2.41
8185,Fumay,181,2.8,1,2.09
8186,Germont,0,0,0,2.33
8187,Gernelle,25,0,0,2.37
8188,Gespunsart,41,0,0,2.09
8189,Girondelle,0,0,0,2.47
8190,Givet,352,1,1,2.1
8191,Givonne,30,2.3,0,2.42
8192,Givron,5,0,0,2.23
8193,Givry,5,0,0,2.45
8194,Glaire,25,1.4,0,2.16
8195,Gomont,5,4.1,0,2.41
8196,Grandchamp,0,0,0,2.32
8197,Grandham,0,0,0,1.76
8198,Grandpré,14,3.6,0,1.92
8199,La Grandville,40,0,0,2.44
8200,Grivy-Loisy,10,0,0,2.39
8201,Gruyères,0,0,0,2.56
8202,Gué-d'Hossus,15,0,0,2.19
8203,Guignicourt-sur-Vence,5,3.8,0,2.22
8204,Guincourt,0,0,0,2
8205,Hagnicourt,0,0,0,2.8
8206,Ham-les-Moines,15,3.5,0,2.54
8207,Ham-sur-Meuse,5,0,0,2.26
8208,Hannappes,5,0,0,2.08
8209,Hannogne-Saint-Martin,25,2.6,0,2.43
8210,Hannogne-Saint-Rémy,0,0,0,2.26
8211,Haraucourt,25,0,0,2.19
8212,Harcy,15,0,0,2.48
8214,Hargnies,5,2.4,0,2.23
8215,Harricourt,0,0,0,1.82
8216,Haudrecy,10,0,0,2.4
8217,Haulmé,5,0,0,2.29
8218,Les Hautes-Rivières,49,2.1,0,2.23
8219,Hauteville,0,0,0,2.25
8220,Hauviné,0,0,0,2.85
8222,Haybes,66,0.6,0,2.26
8223,Herbeuval,0,0,0,2.57
8225,Herpy-l'Arlésienne,0,0,0,2.56
8226,Hierges,0,0,0,2.18
8228,La Horgne,0,0,0,2.37
8229,Houdilcourt,20,0,0,2.22
8230,Houldizy,10,0,0,2.58
8232,Illy,20,0,0,2.33
8233,Imécourt,0,0,0,2.33
8234,Inaumont,0,0,0,2.26
8235,Issancourt-et-Rumel,5,2.1,0,2.19
8236,Jandun,15,0,0,2.5
8237,Joigny-sur-Meuse,10,0,0,2.29
8238,Jonval,0,0,0,2.42
8239,Juniville,21,1.1,0,2.5
8240,Justine-Herbigny,15,0,0,2.17
8242,Laifour,10,2.3,0,2.02
8243,Lalobbe,5,0,0,1.99
8244,Lametz,10,0,0,2.4
8245,Lançon,0,0,0,1.94
8246,Landres-et-Saint-Georges,5,0,0,1.72
8247,Landrichamps,0,0,0,2.38
8248,Launois-sur-Vence,20,1.9,0,2.48
8249,Laval-Morency,5,0,0,2.33
8250,Leffincourt,0,6.7,0,2.46
8251,Lépron-les-Vallées,0,0,0,2.44
8252,Létanne,0,0,0,2.26
8254,Liart,35,0,1,2.37
8255,Linay,15,0,0,2.64
8256,Liry,5,0,0,2
8257,Logny-Bogny,0,0,0,2.38
8259,Longwé,0,0,0,2.03
8260,Lonny,30,0,0,2.56
8262,Lucquy,20,1.9,0,2.23
8263,Lumes,25,0,0,2.33
8264,Machault,20,2.3,0,2.39
8268,Maisoncelle-et-Villers,0,0,0,2.19
8269,Malandry,0,0,0,2.47
8271,Manre,0,0,0,2.22
8272,Maranwez,0,0,0,2.28
8273,Marby,0,0,0,2.12
8274,Marcq,10,0,0,2.15
8275,Margny,15,0,0,2.46
8276,Margut,31,0,0,2.21
8277,Marlemont,0,0,0,2.47
8278,Marquigny,0,0,0,2.33
8279,Mars-sous-Bourcq,5,0,0,2.52
8280,Marvaux-Vieux,0,0,0,2.52
8281,Matton-et-Clémency,15,0,0,2.36
8282,Maubert-Fontaine,15,0,1,2.39
8283,Mazerny,0,0,0,2.12
8284,Les Mazures,45,2.5,0,2.28
8286,Ménil-Annelles,0,0,0,2.45
8287,Ménil-Lépinois,5,0,0,2.62
8288,Mesmont,5,0,0,2.16
8289,Messincourt,25,0,0,2.67
8291,Mogues,25,0,0,2.62
8293,Moiry,5,0,0,2.09
8294,La Moncelle,5,0,0,2.16
8295,Mondigny,5,6.7,0,2.43
8296,Montcheutin,0,0,0,2.34
8297,Montcornet,5,0,0,2.51
8298,Montcy-Notre-Dame,65,0.7,0,2.2
8300,Le Mont-Dieu,0,0,0,2.29
8301,Montgon,0,0,0,1.92
8302,Monthermé,133,1.5,0,2.08
8303,Monthois,15,0,0,2.2
8304,Montigny-sur-Meuse,5,0,0,1.93
8305,Montigny-sur-Vence,0,0,0,2.81
8306,Mont-Laurent,0,0,0,2.12
8307,Montmeillant,0,0,0,2.16
8308,Mont-Saint-Martin,0,0,0,2.52
8309,Mont-Saint-Remy,0,0,0,2.55
8310,Mouron,0,0,0,2.03
8311,Mouzon,95,1,0,2.06
8312,Murtin-et-Bogny,5,0,0,2.64
8313,Nanteuil-sur-Aisne,0,0,0,2.67
8314,Neuflize,10,0,0,2.54
8315,Neufmaison,0,0,0,2.56
8316,Neufmanil,40,0,0,2.19
8317,La Neuville-à-Maire,0,0,0,2.68
8318,La Neuville-aux-Joûtes,15,0,0,2.28
8319,Neuville-lez-Beaulieu,10,0,0,2.3
8320,La Neuville-en-Tourne-à-Fuy,10,2.3,0,2.51
8321,Neuville-Day,15,5.9,0,2.04
8322,Neuville-lès-This,5,0,0,2.49
8323,La Neuville-lès-Wasigny,5,0,0,2.4
8324,Neuvizy,10,0,0,2.4
8325,Noirval,0,0,0,1.86
8326,Nouart,5,0,0,1.98
8327,Nouvion-sur-Meuse,120,1.5,0,2.25
8328,Nouzonville,202,1.8,0,2.19
8329,Novion-Porcien,10,0,0,2.44
8330,Novy-Chevrières,10,0,0,2.73
8331,Noyers-Pont-Maugis,35,0,0,2.25
8332,Oches,0,0,0,2.32
8333,Olizy-Primat,0,0,0,2.43
8334,Omicourt,5,0,0,2.33
8335,Omont,5,0,0,2.15
8336,Osnes,15,0,0,2.28
8338,Pauvres,10,0,0,2.65
8339,Perthes,0,0,0,2.34
8340,Poilcourt-Sydney,10,0,0,2.41
8341,Poix-Terron,25,0,1,2.4
8342,Pouru-aux-Bois,0,0,0,2.37
8343,Pouru-Saint-Remy,30,0,0,2.46
8344,Prez,10,0,0,2.37
8346,Prix-lès-Mézières,30,0,0,2.13
8347,Puilly-et-Charbeaux,5,0,0,2.15
8348,Puiseux,10,0,0,2.57
8349,Pure,30,1.9,0,2.27
8350,Quatre-Champs,15,0,0,2.42
8351,Quilly,5,0,0,2.61
8352,Raillicourt,0,0,0,2.2
8353,Rancennes,15,1.7,0,2.5
8354,Raucourt-et-Flaba,50,1.3,0,2.15
8355,Regniowez,20,0,0,2.33
8356,Remaucourt,10,7.1,0,2.49
8357,Remilly-Aillicourt,36,1.5,0,2.42
8358,Remilly-les-Pothées,5,0,0,2.52
8360,Renneville,0,0,0,2.36
8361,Renwez,66,2.2,0,2.37
8362,Rethel,472,1.9,0,1.96
8363,Revin,280,2.5,1,2.16
8364,Rilly-sur-Aisne,0,0,0,2.42
8365,Rimogne,95,3.5,0,2.32
8366,Rocquigny,20,1.5,0,2.23
8367,Rocroi,120,0.5,0,2.15
8368,Roizy,5,0,0,2.29
8369,La Romagne,0,0,0,2.22
8370,Rouvroy-sur-Audry,25,0,0,2.42
8372,Rubigny,0,0,0,2.03
8373,Rumigny,10,0,0,2.27
8374,La Sabotterie,0,0,0,2.55
8375,Sachy,15,7.1,0,2.66
8376,Sailly,0,0,0,2.34
8377,Saint-Aignan,5,0,0,2.37
8378,Saint-Clément-à-Arnes,5,11.1,0,2.29
8379,Saint-Étienne-à-Arnes,5,0,0,2.53
8380,Saint-Fergeux,5,0,0,2.37
8381,Saint-Germainmont,45,0,0,2.37
8382,Saint-Jean-aux-Bois,0,0,0,2.06
8383,Saint-Juvin,10,0,0,2.23
8384,Saint-Lambert-et-Mont-de-Jeux,0,0,0,2.07
8385,Saint-Laurent,20,0,0,2.29
8386,Saint-Loup-en-Champagne,5,0,0,2.74
8387,Saint-Loup-Terrier,0,0,0,2.65
8388,Saint-Marceau,10,0,0,2.18
8389,Saint-Marcel,15,0,0,2.09
8390,Sainte-Marie,5,0,0,2.26
8391,Saint-Menges,35,1.3,0,2.35
8392,Saint-Morel,5,0,0,2.16
8393,Saint-Pierre-à-Arnes,0,0,0,2.27
8394,Saint-Pierremont,0,0,0,2.06
8395,Saint-Pierre-sur-Vence,5,0,0,2.25
8396,Saint-Quentin-le-Petit,10,8.3,0,2.03
8397,Saint-Remy-le-Petit,5,0,0,2.57
8398,Sainte-Vaubourg,10,0,0,2.49
8399,Sapogne-sur-Marche,10,0,0,2.3
8400,Sapogne-et-Feuchères,20,0,0,2.4
8401,Saulces-Champenoises,5,0,0,2.3
8402,Saulces-Monclin,5,0,0,2.73
8403,Sault-lès-Rethel,85,1.2,0,2.23
8404,Sault-Saint-Remy,11,0,0,2.77
8405,Sauville,15,5,0,2.32
8406,Savigny-sur-Aisne,5,3,0,2.33
8407,Séchault,5,20,0,2.26
8408,Sécheval,10,2.5,0,2.68
8409,Sedan,1085,2.2,1,1.9
8410,Semide,5,0,0,2.05
8411,Semuy,0,0,0,1.91
8412,Senuc,15,0,0,2.17
8413,Seraincourt,5,0,0,2.57
8415,Sery,15,3.3,0,2.18
8416,Seuil,0,0,0,2.13
8417,Sévigny-la-Forêt,0,0,0,2.71
8418,Sévigny-Waleppe,5,0,0,2.24
8419,Signy-l'Abbaye,50,0.8,1,2.16
8420,Signy-le-Petit,50,4.8,1,2.17
8421,Signy-Montlibert,0,0,0,2.2
8422,Singly,5,0,0,2.33
8424,Sommauthe,10,0,0,2.42
8425,Sommerance,0,0,0,2
8426,Son,10,0,0,2.33
8427,Sorbon,5,0,0,2.36
8428,Sorcy-Bauthémont,5,0,0,2.09
8429,Sormonne,10,0,0,2.35
8430,Stonne,0,0,0,2.35
8431,Sugny,0,0,0,2.17
8432,Sury,0,0,0,2.38
8433,Suzanne,5,0,0,2.35
8434,Sy,5,25,0,2.48
8435,Tagnon,15,1.2,0,2.38
8436,Taillette,5,3.4,0,2.55
8437,Tailly,10,0,0,2.23
8438,Taizy,5,0,0,2.23
8439,Tannay,5,0,0,2.49
8440,Tarzy,10,0,0,2.32
8444,Tétaigne,0,0,0,2.78
8445,Thelonne,10,0,0,2.71
8446,Thénorgues,0,0,0,2.07
8448,Thilay,45,0,0,2.14
8449,Thin-le-Moutier,30,0,0,2.46
8450,This,5,0,0,2.31
8451,Le Thour,10,0,0,2.5
8452,Thugny-Trugny,5,0,0,2.66
8453,Toges,5,0,0,2.15
8454,Touligny,0,0,0,2
8455,Tourcelles-Chaumont,10,0,0,2.79
8456,Tournavaux,0,0,0,2.48
8457,Tournes,35,0,0,2.2
8458,Tourteron,10,0,0,2.27
8459,Tremblois-lès-Carignan,5,0,0,2.15
8460,Tremblois-lès-Rocroi,15,0,0,2.33
8461,Vandy,5,0,0,2
8462,Vaux-Champagne,0,0,0,2.43
8463,Vaux-en-Dieulet,10,0,0,1.96
8464,Vaux-lès-Mouron,0,0,0,2.61
8465,Vaux-lès-Rubigny,5,0,0,1.96
8466,Vaux-lès-Mouzon,0,0,0,2.21
8467,Vaux-Montreuil,5,0,0,2.25
8468,Vaux-Villaine,5,0,0,2.26
8469,Vendresse,30,0,0,2.27
8470,Verpel,0,0,0,1.78
8471,Verrières,6,0,0,2.25
8472,Viel-Saint-Remy,5,0,0,2.44
8473,Vieux-lès-Asfeld,10,3.9,0,2.36
8476,Villers-devant-le-Thour,10,3,0,2.53
8477,Villers-devant-Mouzon,0,0,0,2.53
8478,Villers-le-Tilleul,10,0,0,2.41
8479,Villers-le-Tourneur,5,0,0,2.53
8480,Villers-Semeuse,135,1,0,2.29
8481,Villers-sur-Bar,0,0,0,2.42
8482,Villers-sur-le-Mont,5,0,0,2.29
8483,Ville-sur-Lumes,25,0,0,2.52
8484,Ville-sur-Retourne,0,0,0,2.18
8485,Villy,5,0,0,2.46
8486,Vireux-Molhain,65,1.5,1,2.18
8487,Vireux-Wallerand,85,1.1,0,2.21
8488,Vivier-au-Court,110,3,0,2.41
8489,Voncq,5,0,0,2.27
8490,Vouziers,203,1.6,1,1.93
8491,Vrigne aux Bois,153,1.2,0,2.26
8492,Vrigne-Meuse,5,0,0,2.51
8494,Wadelincourt,20,0,0,2.2
8496,Wagnon,5,11.1,0,2.43
8497,Warcq,19,0.5,0,2.21
8498,Warnécourt,5,3.1,0,2.29
8499,Wasigny,24,3.3,0,2.41
8500,Wignicourt,5,0,0,2
8501,Williers,0,0,0,2.47
8502,Yoncq,10,0,0,2.29
8503,Yvernaumont,5,0,0,2.02
9001,Aigues-Juntes,0,16.7,0,1.9
9002,Aigues-Vives,20,0,0,2.25
9003,L'Aiguillon,10,0,0,1.95
9004,Albiès,0,0,0,1.97
9005,Aleu,10,6.3,0,1.72
9006,Alliat,0,0,0,1.93
9007,Allières,0,0,0,2.35
9008,Alos,15,0,0,1.74
9009,Alzen,16,0,0,2.53
9011,Antras,10,22.2,0,1.57
9012,Appy,0,0,0,2.67
9013,Arabaux,0,0,0,2.21
9014,Argein,10,0,0,1.9
9015,Arignac,39,3,0,2.12
9016,Arnave,5,5.3,0,2.27
9017,Arrien-en-Bethmale,0,7.7,0,1.76
9018,Arrout,5,12.5,0,2.31
9019,Artigat,10,3.9,0,2.22
9020,Artigues,0,0,0,1.52
9021,Artix,5,0,0,2.52
9022,Arvigna,14,5.3,0,2.36
9023,Ascou,5,9.1,0,2.16
9024,Aston,5,0,0,1.95
9025,Aucazein,0,0,0,1.69
9026,Audressein,10,6.3,0,1.86
9027,Augirein,0,14.3,0,1.88
9029,Aulus-les-Bains,5,6.2,0,1.86
9030,Auzat,17,1.7,0,1.88
9031,Axiat,5,20,0,1.95
9032,Ax-les-Thermes,80,3.2,1,1.77
9033,Bagert,5,0,0,1.68
9034,Balacet,0,0,0,2.53
9035,Balaguères,15,0,0,1.83
9037,Barjac,5,0,0,2.47
9038,La Bastide-de-Besplas,0,0,0,2.2
9039,La Bastide-de-Bousignac,15,3,0,2.2
9040,La Bastide-de-Lordat,5,0,0,2.49
9041,La Bastide-du-Salat,25,5,0,1.99
9042,La Bastide-de-Sérou,59,2.2,0,1.98
9043,La Bastide-sur-l'Hers,19,1.4,0,1.82
9044,Baulou,10,0,0,2.25
9045,Bédeilhac-et-Aynat,5,0,0,2.05
9046,Bédeille,14,0,0,1.89
9047,Bélesta,55,0,0,1.95
9048,Belloc,5,0,0,1.95
9049,Bénac,15,0,0,2.08
9050,Benagues,0,0,0,2.49
9051,Bénaix,10,0,0,2.14
9052,Besset,0,0,0,2.31
9053,Bestiac,0,0,0,2.11
9054,Betchat,0,0,0,2.08
9055,Bethmale,5,0,0,1.77
9056,Bézac,5,2.9,0,2.5
9057,Biert,25,15.1,0,1.73
9058,Bompas,10,0,0,1.96
9059,Bonac-Irazein,0,0,0,1.74
9060,Bonnac,50,0,0,2.28
9061,Les Bordes-sur-Arize,35,1.9,0,1.87
9062,Bordes-Uchentein,5,0,0,1.71
9063,Le Bosc,0,0,0,1.51
9064,Bouan,0,0,0,1.86
9065,Boussenac,0,0,0,1.72
9066,Brassac,20,0,0,2.09
9067,Brie,10,5.9,0,2.4
9068,Burret,5,0,0,1.91
9069,Buzan,0,0,0,1.45
9070,Les Cabannes,5,0,0,1.78
9071,Cadarcet,10,0,0,1.93
9072,Calzan,5,0,0,2.21
9073,Camarade,5,0,0,2.33
9074,Camon,5,0,0,1.99
9075,Campagne-sur-Arize,15,3.6,0,1.95
9076,Canté,15,0,0,2.29
9077,Capoulet-et-Junac,10,5,0,2
9078,Carcanières,0,0,0,1.68
9079,Carla-Bayle,25,1.6,0,2.08
9080,Carla-de-Roquefort,11,0,0,2.34
9081,Le Carlaret,10,0,0,2.59
9082,Castelnau-Durban,15,4.6,0,1.93
9083,Castéras,0,0,0,1.71
9084,Castex,5,0,0,2.02
9085,Castillon-en-Couserans,15,0,0,1.86
9086,Caumont,20,3.4,0,2.24
9087,Caussou,0,0,0,1.92
9088,Caychax,0,0,0,2
9089,Cazals-des-Baylès,0,0,0,2.43
9090,Cazaux,0,0,0,2.05
9091,Cazavet,10,0,0,2.02
9092,Cazenave-Serres-et-Allens,5,0,0,1.88
9093,Celles,16,7.7,0,2.25
9094,Cérizols,0,0,0,2.09
9095,Cescau,10,0,0,2.13
9096,Château-Verdun,0,0,0,1.43
9097,Clermont,5,0,0,2.24
9098,Contrazy,5,0,0,2.09
9099,Cos,20,0,0,2.25
9100,Couflens,0,12.5,0,1.83
9101,Coussa,10,0,0,2.29
9102,Coutens,0,0,0,2.32
9103,Crampagna,31,1.4,0,2.4
9104,Dalou,10,2.5,0,2.22
9105,Daumazan-sur-Arize,49,1.3,0,1.96
9106,Dreuilhe,10,0,0,2.25
9107,Dun,35,0,0,2.12
9108,Durban-sur-Arize,10,0,0,1.89
9109,Durfort,9,6.2,0,2.14
9110,Encourtiech,0,0,0,1.98
9111,Engomer,15,3.5,0,2.12
9113,Ercé,20,1.9,0,1.89
9114,Erp,5,6.7,0,1.81
9115,Esclagne,5,0,0,2.03
9116,Escosse,21,0,0,2.11
9117,Esplas,0,0,0,2.41
9118,Esplas-de-Sérou,11,6.7,0,2.1
9119,Eycheil,25,0,0,2.15
9120,Fabas,10,0,0,1.98
9121,Ferrières-sur-Ariège,10,0,0,2.14
9122,Foix,532,2.4,0,1.87
9123,Fornex,15,0,0,2.22
9124,Le Fossat,36,2.1,0,2.11
9125,Fougax-et-Barrineuf,35,4.7,0,2.01
9126,Freychenet,0,0,0,1.82
9127,Gabre,5,0,0,2.24
9128,Gajan,15,0,0,2.24
9129,Galey,0,0,0,1.69
9130,Ganac,45,4.2,0,2.08
9131,Garanou,5,0,0,1.93
9132,Gaudiès,16,10.2,0,2.4
9133,Génat,0,0,0,1.62
9134,Gestiès,0,0,0,1.82
9136,Gourbit,0,10,0,1.55
9137,Gudas,5,0,0,2.74
9138,L'Herm,10,0,0,2.21
9139,L'Hospitalet-près-l'Andorre,0,0,0,2.27
9140,Ignaux,0,0,0,2.18
9141,Illartein,5,0,0,1.82
9142,Ilhat,10,0,0,2.19
9143,Illier-et-Laramade,0,0,0,1.61
9145,Les Issards,10,0,0,2.27
9146,Justiniac,0,0,0,2.16
9147,Labatut,25,7.7,0,2.65
9148,Lacave,0,0,0,1.94
9149,Lacourt,0,0,0,1.92
9150,Lagarde,20,0,0,2.02
9151,Lanoux,0,0,0,2.27
9152,Lapège,0,0,0,1.33
9153,Lapenne,10,18.2,0,2.07
9154,Larbont,5,0,0,2.38
9155,Larcat,5,0,0,2
9156,Larnat,0,0,0,1.75
9157,Laroque-d'Olmes,124,2.1,0,1.99
9158,Lasserre,15,15,0,2.47
9159,Lassur,0,0,0,2.16
9160,Lavelanet,342,2.1,0,1.96
9161,Léran,35,1.6,0,2
9162,Lercoul,0,0,0,1.33
9163,Lescousse,10,0,0,2.08
9164,Lescure,20,1.9,0,2.22
9165,Lesparrou,10,0,0,1.93
9166,Leychert,5,0,0,2.02
9167,Lézat-sur-Lèze,85,0.5,0,2.13
9168,Lieurac,0,0,0,2.26
9169,Limbrassac,5,0,0,2.26
9170,Lissac,15,10.2,0,2.46
9171,Lordat,0,0,0,2.27
9172,Loubaut,0,0,0,1.87
9173,Loubens,5,0,0,2.38
9174,Loubières,21,0,0,2.42
9175,Ludiès,5,0,0,2.43
9176,Luzenac,16,0,0,2.03
9177,Madière,5,0,0,2.36
9178,Malegoude,5,0,0,2.42
9179,Malléon,0,0,0,2.75
9180,Manses,5,0,0,2
9181,Le Mas-d'Azil,30,2.7,0,1.95
9182,Massat,48,9.9,1,1.81
9183,Mauvezin-de-Prat,0,0,0,2.22
9184,Mauvezin-de-Sainte-Croix,5,20,0,2.04
9185,Mazères,220,2,0,2.16
9186,Méras,15,12.5,0,2.33
9187,Mercenac,30,3.3,0,2.39
9188,Mercus-Garrabet,76,1.8,0,2.18
9189,Mérens-les-Vals,15,5.6,0,2
9190,Mérigon,0,0,0,2.19
9192,Miglos,5,8.3,0,1.86
9193,Mijanès,5,0,0,1.49
9194,Mirepoix,160,1,1,1.92
9195,Monesple,6,0,0,2.17
9196,Montagagne,20,50,0,2.52
9197,Montaillou,0,0,0,1.42
9198,Montardit,14,5.3,0,2.14
9199,Montaut,50,0,0,2.37
9200,Montbel,10,0,0,1.8
9201,Montégut-en-Couserans,0,0,0,2.3
9202,Montégut-Plantaurel,15,0,0,1.9
9203,Montels,10,0,0,2.11
9204,Montesquieu-Avantès,5,0,0,2.41
9205,Montfa,10,0,0,1.91
9206,Montferrier,10,1.8,0,1.92
9207,Montgailhard,81,1.4,0,2.05
9208,Montgauch,5,9.1,0,2.07
9209,Montjoie-en-Couserans,72,0,0,2.08
9210,Montoulieu,15,2.6,0,2.22
9211,Montségur,0,0,0,1.86
9212,Montseron,5,0,0,2.14
9213,Moulin-Neuf,5,0,0,2.4
9214,Moulis,29,3.7,0,1.99
