Code,LIBCOM,nbEntreprises,RP,nonDiplomes,MFS
59509,Roost-Warendin,266,2537,18.1,0
59511,Rosult,161,746,6.5,0
59512,Roubaix,7992,37198,32.8,0
59513,Roucourt,18,182,7.7,0
59514,Rousies,190,1836,23.5,0
59515,Rouvignies,94,260,17.6,0
59516,Rubrouck,54,338,11.4,0
59517,Les Rues-des-Vignes,35,323,7.7,0
59518,Ruesnes,12,186,14.4,0
59519,Rumegies,99,709,10.5,0
59520,Rumilly-en-Cambrésis,62,596,6.4,0
59521,Sailly-lez-Cambrai,19,199,0,0
59522,Sailly-lez-Lannoy,119,771,7.7,0
59523,Sainghin-en-Mélantois,358,1179,16.9,0
59524,Sainghin-en-Weppes,271,2172,10.6,0
59525,Sains-du-Nord,92,1277,30.6,0
59526,Saint-Amand-les-Eaux,1087,7008,27.6,0
59527,Saint-André-lez-Lille,914,6039,17.7,0
59528,Saint-Aubert,51,635,12.5,0
59529,Saint-Aubin,21,150,9.1,0
59530,Saint-Aybert,20,133,8.3,0
59531,Saint-Benin,9,148,7.1,0
59532,Saint-Georges-sur-l'Aa,12,113,24.7,0
59533,Saint-Hilaire-lez-Cambrai,61,661,8.2,0
59534,Saint-Hilaire-sur-Helpe,37,329,9.1,0
59535,Saint-Jans-Cappel,101,679,8.2,0
59536,Sainte-Marie-Cappel,33,320,15.9,0
59537,Saint-Martin-sur-Écaillon,11,197,20,0
59538,Saint-Momelin,13,162,5.6,0
59539,Saint-Pierre-Brouck,39,347,13,0
59541,Saint-Python,47,412,22.5,0
59542,Saint-Remy-Chaussée,24,189,10,0
59543,Saint-Remy-du-Nord,42,455,12.4,0
59544,Saint-Saulve,531,4994,20.5,0
59545,Saint-Souplet,43,480,16.9,0
59546,Saint-Sylvestre-Cappel,67,482,13.5,0
59547,Saint-Vaast-en-Cambrésis,28,336,15.4,0
59548,Saint-Waast,25,256,23.4,0
59549,Salesches,18,126,5.9,0
59550,Salomé,126,1174,12.3,0
59551,Saméon,108,610,16,0
59552,Sancourt,24,84,0,0
59553,Santes,316,2262,17.4,0
59554,Sars-et-Rosières,108,218,8.3,0
59555,Sars-Poteries,65,629,25.7,0
59556,Sassegnies,14,109,22.2,0
59557,Saultain,127,1049,15.6,0
59558,Saulzoir,68,705,13.6,0
59559,Sebourg,100,767,10.8,0
59560,Seclin,1153,5291,23.6,0
59562,Sémeries,21,219,0,0
59563,Semousies,14,96,25,0
59564,La Sentinelle,156,1356,26,0
59565,Sepmeries,28,251,10,0
59566,Sequedin,192,1704,44.3,0
59567,Séranvillers-Forenville,21,166,6.7,0
59568,Sercus,24,170,23.1,0
59569,Sin-le-Noble,638,6536,27,0
59570,Socx,92,381,7.2,0
59571,Solesmes,229,1795,22.2,1
59572,Solre-le-Château,95,821,26.4,1
59573,Solrinnes,12,56,0,0
59574,Somain,530,5049,15.9,0
59575,Sommaing,12,164,20,0
59576,Spycker,91,669,10.8,0
59577,Staple,37,259,21.3,0
59578,Steenbecque,118,641,6.1,0
59579,Steene,46,541,6.2,0
59580,Steenvoorde,264,1795,17.9,0
59581,Steenwerck,226,1423,18.1,0
59582,Strazeele,52,347,16,0
59583,Taisnières-en-Thiérache,17,203,16.7,0
59584,Taisnières-sur-Hon,31,384,15.8,0
59585,Templemars,348,1547,28,0
59586,Templeuve-en-Pévèle,431,2678,10.8,0
59587,Terdeghem,45,204,16.3,0
59588,Téteghem-Coudekerque-Village,393,3513,14.7,0
59589,Thiant,143,1229,17.6,0
59590,Thiennes,31,353,17.9,0
59591,Thivencelle,25,322,36.2,0
59592,Thumeries,214,1571,15.5,0
59593,Thun-l'Évêque,24,279,0,0
59594,Thun-Saint-Amand,50,429,16.7,0
59595,Thun-Saint-Martin,21,211,12.6,0
59596,Tilloy-lez-Marchiennes,40,192,13.2,0
59597,Tilloy-lez-Cambrai,46,272,12.5,0
59598,Toufflers,225,1557,5.2,0
59599,Tourcoing,6199,39956,22.5,0
59600,Tourmignies,71,329,0,0
59601,Trélon,132,1168,32.7,0
59602,Tressin,109,520,11.9,0
59603,Trith-Saint-Léger,253,2603,22.4,0
59604,Troisvilles,19,318,16,0
59605,Uxem,49,538,14.8,0
59606,Valenciennes,3525,21862,24.3,0
59607,Vendegies-au-Bois,27,202,6.7,0
59608,Vendegies-sur-Écaillon,63,445,11.4,0
59609,Vendeville,142,645,6.9,0
59610,Verchain-Maugré,38,432,9.7,0
59611,Verlinghem,194,993,1.8,0
59612,Vertain,35,210,14.3,0
59613,Vicq,66,556,26.5,0
59614,Viesly,34,605,11.5,0
59615,Vieux-Berquin,119,956,4.5,0
59616,Vieux-Condé,326,4259,34.9,0
59617,Vieux-Mesnil,15,242,11.1,0
59618,Vieux-Reng,29,343,10.7,0
59619,Villereau,59,389,13.8,0
59620,Villers-au-Tertre,16,260,5.9,0
59622,Villers-en-Cauchies,45,493,8.2,0
59623,Villers-Guislain,26,298,34.6,0
59624,Villers-Outréaux,136,870,26.7,0
59625,Villers-Plouich,13,162,50,0
59626,Villers-Pol,66,520,16.7,0
59627,Villers-Sire-Nicole,27,423,11.5,0
59628,Volckerinckhove,32,219,28.6,0
59629,Vred,58,562,12.2,0
59630,Wahagnies,120,1062,17.7,0
59631,Walincourt-Selvigny,112,884,22.4,0
59632,Wallers,244,2309,18.8,0
59633,Wallers-en-Fagne,15,126,57.1,0
59634,Wallon-Cappel,40,336,4.7,0
59635,Wambaix,11,144,0,0
59636,Wambrechies,1039,4481,19,0
59637,Wandignies-Hamage,57,518,15.3,0
59638,Wannehain,45,467,8,0
59639,Wargnies-le-Grand,74,446,13,0
59640,Wargnies-le-Petit,29,306,6.3,0
59641,Warhem,71,827,5.9,0
59642,Warlaing,34,208,7.7,0
59643,Warneton,26,89,22.2,0
59645,Wasnes-au-Bac,12,240,23.8,0
59646,Wasquehal,1774,9249,16.6,0
59647,Watten,108,1091,21.6,0
59648,Wattignies,706,6700,23.5,0
59649,Wattignies-la-Victoire,7,97,0,0
59650,Wattrelos,1698,16736,26.3,0
59651,Wavrechain-sous-Denain,58,686,27,0
59652,Wavrechain-sous-Faulx,13,160,40,0
59653,Wavrin,436,3205,14.6,0
59654,Waziers,327,2804,25.1,0
59655,Wemaers-Cappel,13,87,16.7,0
59656,Wervicq-Sud,283,2157,20.5,0
59657,West-Cappel,31,240,13.4,0
59658,Wicres,27,189,0,0
59659,Wignehies,105,1231,23.8,0
59660,Willems,206,1187,15.6,0
59661,Willies,13,61,0,0
59662,Winnezeele,58,475,17.7,0
59663,Wormhout,276,2326,14.3,0
59664,Wulverdinghe,15,112,0,0
59665,Wylder,10,109,13.3,0
59666,Zegerscappel,59,592,8.3,0
59667,Zermezeele,5,83,40,0
59668,Zuydcoote,46,610,8.2,0
59669,Zuytpeene,20,202,28.7,0
59670,Don,75,559,9.1,0
60001,Abancourt,21,275,13,0
60002,Abbecourt,50,322,4.2,0
60003,Abbeville-Saint-Lucien,12,200,13.3,0
60004,Achy,25,160,10,0
60005,Acy-en-Multien,46,332,15.9,0
60006,Les Ageux,48,462,8.3,0
60007,Agnetz,150,1198,8.5,0
60008,Airion,17,159,15.4,0
60009,Allonne,147,693,12.1,0
60010,Amblainville,112,686,14.3,0
60011,Amy,18,151,18.2,0
60012,Andeville,152,1302,16.9,0
60013,Angicourt,49,597,12.2,0
60014,Angivillers,4,75,0,0
60015,Angy,63,481,21.1,0
60016,Ansacq,15,109,33.3,0
60017,Ansauvillers,45,427,16.7,0
60019,Antheuil-Portes,18,171,0,0
60020,Antilly,13,75,0,0
60021,Appilly,24,199,13.5,0
60022,Apremont,56,300,0,0
60023,Armancourt,31,235,20,0
60024,Arsy,42,340,8.5,0
60025,Attichy,81,745,22,0
60026,Auchy-la-Montagne,18,221,6.5,0
60027,Auger-Saint-Vincent,19,223,16,0
60028,Aumont-en-Halatte,54,204,18.5,0
60029,Auneuil,162,1183,21,0
60030,Auteuil,34,229,12.5,0
60031,Autheuil-en-Valois,13,111,0,0
60032,Autrêches,36,276,0,0
60033,Avilly-Saint-Léonard,66,376,11.8,0
60034,Avrechy,47,446,10.2,0
60035,Avricourt,12,108,16.7,0
60036,Avrigny,24,158,8.3,0
60037,Babœuf,13,206,9.1,0
60039,Bacouël,27,191,23.1,0
60040,Bailleul-le-Soc,32,254,31.8,0
60041,Bailleul-sur-Thérain,104,897,21.4,0
60042,Bailleval,65,610,9.3,0
60043,Bailly,23,259,20,0
60044,Balagny-sur-Thérain,69,689,15.4,0
60045,Barbery,51,217,7.8,0
60046,Bargny,13,116,11.1,0
60047,Baron,58,314,4.8,0
60048,Baugy,12,115,0,0
60049,Bazancourt,4,56,14.3,0
60050,Bazicourt,25,136,16.7,0
60051,Beaudéduit,7,77,14.3,0
60052,Beaugies-sous-Bois,4,37,0,0
60053,Beaulieu-les-Fontaines,32,218,21.1,0
60054,Les Hauts-Talican,54,346,7.7,0
60055,Beaurains-lès-Noyon,13,141,0,0
60056,Beaurepaire,2,28,0,0
60057,Beauvais,3908,25579,28.8,0
60058,Beauvoir,9,93,14.3,0
60059,Béhéricourt,6,90,0,0
60060,Belle-Église,43,242,4.3,0
60061,Belloy,9,40,100,0
60062,Berlancourt,16,123,22.2,0
60063,Berneuil-en-Bray,50,320,5.3,0
60064,Berneuil-sur-Aisne,55,391,21.2,0
60065,Berthecourt,92,624,18.7,0
60066,Béthancourt-en-Valois,14,89,0,0
60067,Béthisy-Saint-Martin,37,426,9.1,0
60068,Béthisy-Saint-Pierre,136,1348,19.3,0
60069,Betz,63,422,5.6,1
60070,Bienville,22,170,26.4,0
60071,Biermont,3,71,14.3,0
60072,Bitry,9,131,0,0
60073,Blacourt,18,219,5.6,0
60074,Blaincourt-lès-Précy,64,467,12.5,0
60075,Blancfossé,2,54,9.1,0
60076,Blargies,18,217,15.3,0
60077,Blicourt,18,139,42.9,0
60078,Blincourt,6,47,11.1,0
60079,Boissy-Fresnoy,40,352,3.4,0
60081,Bonlier,28,197,13.9,0
60082,Bonneuil-les-Eaux,39,325,12,0
60083,Bonneuil-en-Valois,51,389,6.7,0
60084,Bonnières,11,88,0,0
60085,Bonvillers,11,77,14.3,0
60086,Boran-sur-Oise,147,869,12.5,0
60087,Borest,29,141,25,0
60088,Bornel,272,1961,17.8,0
60089,Boubiers,26,165,9.8,0
60090,Bouconvillers,24,148,5.9,0
60091,Bouillancy,13,156,16.7,0
60092,Boullarre,7,84,14.3,0
60093,Boulogne-la-Grasse,14,179,11.1,0
60094,Boursonne,12,127,0,0
60095,Boury-en-Vexin,28,154,22.3,0
60097,Boutencourt,16,83,20,0
60098,Bouvresse,11,62,12.5,0
60099,Braisnes-sur-Aronde,12,72,25,0
60100,Brasseuse,8,42,50,0
60101,Brégy,31,247,12,0
60102,Brenouille,91,801,11.4,0
60103,Bresles,236,1721,15.4,0
60104,Breteuil,226,1809,27.6,0
60105,Brétigny,12,150,14.3,0
60106,Breuil-le-Sec,127,980,23,0
60107,Breuil-le-Vert,160,1320,8.9,0
60108,Briot,15,114,20,0
60109,Brombos,11,93,40,0
60110,Broquiers,5,99,22.2,0
60111,Broyes,11,61,0,0
60112,Brunvillers-la-Motte,10,127,57.1,0
60113,Bucamps,5,71,0,0
60114,Buicourt,3,59,0,0
60115,Bulles,28,348,29.6,0
60116,Bury,126,1240,17.8,0
60117,Bussy,7,112,5.9,0
60118,Caisnes,23,192,38.5,0
60119,Cambronne-lès-Ribécourt,57,775,27.7,0
60120,Cambronne-lès-Clermont,47,456,13,0
60121,Campagne,2,62,0,0
60122,Campeaux,19,205,9.1,0
60123,Campremy,12,180,30,0
60124,Candor,15,124,28.6,0
60125,Canly,51,329,11.6,0
60126,Cannectancourt,16,200,23.2,0
60127,Canny-sur-Matz,17,150,6.7,0
60128,Canny-sur-Thérain,13,91,17.6,0
60129,Carlepont,56,602,11.7,0
60130,Catenoy,36,423,9.1,0
60131,Catheux,3,47,33.3,0
60132,Catigny,5,81,12.5,0
60133,Catillon-Fumechon,15,224,5.9,0
60134,Cauffry,121,983,12.3,0
60135,Cauvigny,106,618,8.9,0
60136,Cempuis,16,189,0,0
60137,Cernoy,12,101,18.2,0
60138,Chamant,140,390,4.1,0
60139,Chambly,798,4290,18.6,0
60140,Chambors,23,127,16.8,0
60141,Chantilly,1345,5573,12.8,0
60142,La Chapelle-en-Serval,284,1280,16.5,0
60143,Chaumont-en-Vexin,220,1326,17.6,0
60144,Chavençon,7,66,0,0
60145,Chelles,21,181,14.3,0
60146,Chepoix,11,160,11.1,0
60147,Chevincourt,27,355,3.6,0
60148,Chèvreville,24,164,8,0
60149,Chevrières,116,842,18.9,0
60150,Chiry-Ourscamp,54,477,9.1,0
60151,Choisy-au-Bac,192,1422,19.5,0
60152,Choisy-la-Victoire,16,94,0,0
60153,Choqueuse-les-Bénards,8,43,0,0
60154,Cinqueux,80,695,5.3,0
60155,Cires-lès-Mello,137,1526,28.4,0
60156,Clairoix,189,914,13.5,0
60157,Clermont,567,4729,25.2,0
60158,Coivrel,5,105,22.2,0
60159,Compiègne,3256,19813,23.1,0
60160,Conchy-les-Pots,30,260,11.1,0
60161,Conteville,2,29,0,0
60162,Corbeil-Cerf,32,126,25,0
60163,Cormeilles,13,154,14.3,0
60164,Le Coudray-Saint-Germer,33,363,9.5,1
60165,Le Coudray-sur-Thelle,34,191,10,0
60166,Coudun,56,485,29.5,0
60167,Couloisy,23,222,23,0
60168,Courcelles-Epayelles,11,87,10,0
60169,Courcelles-lès-Gisors,55,325,15.5,0
60170,Courteuil,54,249,0,0
60171,Courtieux,7,76,0,0
60172,Coye-la-Forêt,321,1777,9.1,0
60173,Cramoisy,34,334,10.9,0
60174,Crapeaumesnil,7,78,0,0
60175,Creil,2221,12901,32.4,0
60176,Crépy-en-Valois,888,6367,23.3,0
60177,Cressonsacq,16,170,0,0
60178,Crèvecœur-le-Grand,159,1435,19.2,1
60179,Crèvecœur-le-Petit,6,57,0,0
60180,Crillon,31,209,6.2,0
60181,Crisolles,29,394,19.3,0
60182,Le Crocq,12,68,0,0
60183,Croissy-sur-Celle,11,99,0,0
60184,Croutoy,7,89,10,0
60185,Crouy-en-Thelle,56,399,17.7,0
60186,Cuignières,10,92,0,0
60187,Cuigy-en-Bray,45,396,20.5,0
60188,Cuise-la-Motte,115,870,15.5,0
60189,Cuts,45,374,23.6,0
60190,Cuvergnon,21,114,0,0
60191,Cuvilly,35,240,9.8,0
60192,Cuy,9,85,66.7,0
60193,Daméraucourt,11,89,0,0
60194,Dargies,7,109,27.3,0
60195,Delincourt,30,209,15.4,0
60196,La Drenne,41,368,6.9,0
60197,Dieudonné,58,327,11.8,0
60198,Dives,12,167,31.4,0
60199,Doméliers,16,96,0,0
60200,Domfront,4,43,100,0
60201,Dompierre,4,101,22.2,0
60203,Duvy,24,185,7.1,0
60204,Écuvilly,15,122,12.5,0
60205,Élencourt,1,22,0,0
60206,Élincourt-Sainte-Marguerite,48,348,13.6,0
60207,Éméville,10,117,7.1,0
60208,Énencourt-Léage,12,51,16.7,0
60209,La Corne-en-Vexin,28,218,4,0
60210,Épineuse,13,99,0,0
60211,Éragny-sur-Epte,28,239,13,0
60212,Ercuis,78,628,2,0
60213,Ermenonville,96,352,4.3,0
60214,Ernemont-Boutavent,10,83,0,0
60215,Erquery,16,211,8.7,0
60216,Erquinvillers,8,69,50,0
60217,Escames,14,98,0,0
60218,Esches,55,527,6.4,0
60219,Escles-Saint-Pierre,5,65,0,0
60220,Espaubourg,27,187,29.8,0
60221,Esquennoy,21,296,13.3,0
60222,Essuiles,25,217,8.3,0
60223,Estrées-Saint-Denis,197,1598,12.5,0
60224,Étavigny,12,52,0,0
60225,Étouy,42,329,8,0
60226,Ève,22,157,0,0
60227,Évricourt,10,86,16.7,0
60228,Fay-les-Étangs,38,183,13.4,0
60229,Le Fayel,17,87,16.7,0
60230,Le Fay-Saint-Quentin,20,211,6.7,0
60231,Feigneux,32,173,18.2,0
60232,Ferrières,28,179,4.2,0
60233,Feuquières,65,588,15.9,0
60234,Fitz-James,156,1056,22.7,0
60235,Flavacourt,49,267,8.7,0
60236,Flavy-le-Meldeux,7,78,20,0
60237,Fléchy,5,34,0,0
60238,Fleurines,134,790,4.6,0
60239,Fleury,45,218,5.9,0
60240,Fontaine-Bonneleau,12,112,18.5,0
60241,Fontaine-Chaalis,32,134,0,0
60242,Fontaine-Lavaganne,15,180,8.4,0
60243,Fontaine-Saint-Lucien,9,73,50,0
60244,Fontenay-Torcy,10,59,40,0
60245,Formerie,122,1010,19.6,1
60247,Fouilleuse,4,49,0,0
60248,Fouilloy,14,87,20,0
60249,Foulangues,12,73,0,0
60250,Fouquenies,12,189,0,0
60251,Fouquerolles,10,114,0,0
60252,Fournival,24,197,5.3,0
60253,Francastel,18,199,0,0
60254,Francières,22,230,8,0
60255,Fréniches,13,138,15.4,0
60256,Montchevreuil,67,487,22.8,0
60257,Fresne-Léguillon,24,166,25,0
60258,Fresnières,4,65,12.5,0
60259,Fresnoy-en-Thelle,41,341,14.8,0
60260,Fresnoy-la-Rivière,28,261,10.5,0
60261,Fresnoy-le-Luat,29,194,0,0
60262,Le Frestoy-Vaux,3,97,0,0
60263,Frétoy-le-Château,11,101,18.2,0
60264,Frocourt,11,196,14.4,0
60265,Froissy,50,436,11.1,0
60267,Le Gallet,2,61,20,0
60268,Gannes,11,135,6.5,0
60269,Gaudechart,6,142,0,0
60270,Genvry,24,131,45.5,0
60271,Gerberoy,16,45,0,0
60272,Gilocourt,36,239,4.5,0
60273,Giraumont,19,230,11.1,0
60274,Glaignes,12,148,26.7,0
60275,Glatigny,7,89,16.7,0
60276,Godenvillers,11,76,7.7,0
60277,Goincourt,68,642,17.1,0
60278,Golancourt,15,153,5,0
60279,Gondreville,13,88,33.3,0
60280,Gourchelles,3,53,0,0
60281,Gournay-sur-Aronde,34,247,17.4,0
60282,Gouvieux,786,3776,16.7,0
60283,Gouy-les-Groseillers,2,8,32.1,0
60284,Grandfresnoy,86,698,21.4,0
60285,Grandvillers-aux-Bois,12,118,0,0
60286,Grandvilliers,182,1262,22,1
60287,Grandrû,11,144,19.9,0
60288,Grémévillers,10,180,15.5,0
60289,Grez,8,111,0,0
60290,Guignecourt,22,159,9,0
60291,Guiscard,85,686,23,0
60292,Gury,7,94,0,0
60293,Hadancourt-le-Haut-Clocher,26,152,0,0
60294,Hainvillers,5,31,0,0
60295,Halloy,22,195,15,0
60296,Hannaches,9,59,100,0
60297,Le Hamel,2,70,0,0
60298,Hanvoile,22,266,8.6,0
60299,Hardivillers,20,219,31.6,0
60301,Haucourt,2,55,0,0
60302,Haudivillers,39,328,0,0
60303,Hautbos,7,70,20,0
60304,Haute-Épine,6,107,12.5,0
60305,Hautefontaine,19,156,39.8,0
60306,Hécourt,7,61,N/A,0
60307,Heilles,27,242,12.5,0
60308,Hémévillers,20,183,11.7,0
60309,Hénonville,53,334,12.5,0
60310,Herchies,15,258,9.6,0
60311,La Hérelle,8,100,0,0
60312,Héricourt-sur-Thérain,11,49,0,0
60313,Hermes,128,1007,19.8,0
60314,Hétomesnil,5,106,0,0
60315,Hodenc-en-Bray,20,193,10.8,0
60316,Hodenc-l'Évêque,4,98,12.5,0
60317,Hondainville,36,281,0,0
60318,Houdancourt,20,259,16.7,0
60319,La Houssoye,31,226,26.3,0
60320,Ivors,7,104,0,0
60321,Ivry-le-Temple,43,318,5,0
60322,Jaméricourt,12,110,0,0
60323,Janville,55,265,9.7,0
60324,Jaulzy,27,343,28.1,0
60325,Jaux,190,906,24.9,0
60326,Jonquières,49,255,6.3,0
60327,Jouy-sous-Thelle,55,401,11.9,0
60328,Juvignies,10,122,22.2,0
60329,Laberlière,8,84,0,0
60330,Laboissière-en-Thelle,73,480,10.1,0
60331,Labosse,28,168,28.6,0
60332,Labruyère,23,202,14.3,0
60333,Lachapelle-aux-Pots,71,692,23.9,1
60334,Lachapelle-Saint-Pierre,36,340,22.7,0
60335,Lachapelle-sous-Gerberoy,7,62,0,0
60336,Lachaussée-du-Bois-d'Écu,10,75,0,0
60337,Lachelle,35,299,5.6,0
60338,Lacroix-Saint-Ouen,379,2206,9.3,0
60339,Lafraye,14,144,11.8,0
60340,Lagny,16,212,9.1,0
60341,Lagny-le-Sec,97,750,10.8,0
60342,Laigneville,205,1914,12.1,1
60343,Lalande-en-Son,28,261,9.5,0
60344,Lalandelle,20,190,13.3,0
60345,Lamécourt,5,80,0,0
60346,Lamorlaye,949,3832,9.1,0
60347,Lannoy-Cuillère,7,111,0,0
60348,Larbroye,20,193,45.5,0
60350,Lassigny,67,594,6.2,0
60351,Lataule,4,49,40,0
60352,Lattainville,6,61,0,0
60353,Lavacquerie,8,75,11.1,0
60354,Laverrière,1,18,N/A,0
60355,Laversines,35,474,13.6,0
60356,Lavilletertre,27,234,8,0
60357,Léglantiers,22,213,30,0
60358,Lévignen,28,402,21.9,0
60359,Lhéraule,6,78,20,0
60360,Liancourt,241,2686,28.2,0
60361,Liancourt-Saint-Pierre,34,229,6.2,0
60362,Libermont,5,77,0,0
60363,Lierville,21,82,0,0
60364,Lieuvillers,21,264,6.7,0
60365,Lihus,10,166,16.7,0
60366,Litz,22,143,0,0
60367,Loconville,15,128,23.1,0
60368,Longueil-Annel,157,1126,20.7,0
60369,Longueil-Sainte-Marie,170,722,13.8,0
60370,Lormaison,45,499,14,0
60371,Loueuse,12,61,0,0
60372,Luchy,18,242,10,0
60373,Machemont,33,323,10,0
60374,Maignelay-Montigny,102,1085,24.5,0
60375,Maimbeville,11,153,0,0
60376,Maisoncelle-Saint-Pierre,7,63,0,0
60377,Maisoncelle-Tuilerie,10,112,0,0
60378,Marest-sur-Matz,9,166,8.3,0
60379,Mareuil-la-Motte,25,234,9.5,0
60380,Mareuil-sur-Ourcq,85,578,15.8,0
60381,Margny-aux-Cerises,2,98,12.5,0
60382,Margny-lès-Compiègne,463,3979,16.1,0
60383,Margny-sur-Matz,33,215,15,0
60385,Marolles,29,272,21.1,0
60386,Marquéglise,32,179,9.1,0
60387,Marseille-en-Beauvaisis,61,590,23.8,0
60388,Martincourt,4,54,25,0
60389,Maucourt,11,78,54.5,0
60390,Maulers,11,115,12.5,0
60391,Maysel,6,102,14.3,0
60392,Mélicocq,38,300,6.9,0
60393,Mello,24,246,10,0
60394,Ménévillers,1,36,50,0
60395,Méru,683,5208,22.5,0
60396,Méry-la-Bataille,28,244,22.2,0
60397,Le Mesnil-Conteville,1,34,25,0
60398,Le Mesnil-en-Thelle,135,944,24.3,0
60399,Le Mesnil-Saint-Firmin,11,76,40,0
60400,Le Mesnil-sur-Bulles,7,100,0,0
60401,Le Mesnil-Théribus,42,302,11.5,0
60402,Le Meux,133,889,21.9,0
60403,Milly-sur-Thérain,83,771,10.3,0
60404,Mogneville,158,546,22.5,0
60405,Moliens,44,465,15.9,0
60406,Monceaux,37,324,23.1,0
60407,Monceaux-l'Abbaye,10,85,0,0
60408,Monchy-Humières,47,311,17.6,0
60409,Monchy-Saint-Éloi,84,771,7.2,0
60410,Mondescourt,10,113,25,0
60411,Monneville,45,290,30.2,0
60412,Montagny-en-Vexin,38,242,14.3,0
60413,Montagny-Sainte-Félicité,14,163,7.1,0
60414,Montataire,673,5011,21.3,0
60415,Montépilloy,13,57,N/A,0
60416,Montgérain,5,78,0,0
60418,Montiers,15,170,15.4,0
60420,Montjavoult,25,198,0,0
60421,Mont-l'Évêque,21,173,40,0
60422,Montlognon,20,81,0,0
60423,Montmacq,28,485,9.7,0
60424,Montmartin,9,89,0,0
60425,Montreuil-sur-Brêche,27,199,4.6,0
60426,Montreuil-sur-Thérain,15,94,0,0
60427,Monts,9,71,0,0
60428,Le Mont-Saint-Adrien,29,268,0,0
60429,Morangles,25,160,45.5,0
60430,Morienval,68,412,23.8,0
60431,Morlincourt,13,220,5.6,0
60432,Mortefontaine,51,343,12.5,0
60433,Mortefontaine-en-Thelle,65,321,25,0
60434,Mortemer,12,91,0,0
60435,Morvillers,20,189,12.3,0
60436,Mory-Montcrux,3,34,0,0
60437,Mouchy-le-Châtel,5,34,0,0
60438,Moulin-sous-Touvent,6,71,25,0
60439,Mouy,283,2270,26.4,0
60440,Moyenneville,30,240,11.8,0
60441,Moyvillers,44,259,37.7,0
60442,Muidorge,5,51,0,0
60443,Muirancourt,16,215,10.5,0
60444,Mureaumont,2,65,0,0
60445,Nampcel,11,103,0,0
60446,Nanteuil-le-Haudouin,201,1665,17.1,0
60447,Néry,23,268,10.7,0
60448,Neufchelles,18,143,20,0
60449,Neufvy-sur-Aronde,6,93,28.6,0
60450,Neuilly-en-Thelle,255,1555,14.8,0
60451,Neuilly-sous-Clermont,74,643,18.1,0
60452,Neuville-Bosc,29,197,15.8,0
60454,La Neuville-en-Hez,59,405,16,0
60456,La Neuville-Roy,41,382,10.3,0
60457,La Neuville-Saint-Pierre,8,57,20,0
60458,La Neuville-sur-Oudeuil,5,127,0,0
60459,La Neuville-sur-Ressons,5,85,0,0
60460,La Neuville-Vault,5,74,33.3,0
60461,Nivillers,7,83,33.3,0
60462,Noailles,167,1184,13.5,0
60463,Nogent-sur-Oise,965,7853,24.6,1
60464,Nointel,53,453,9.1,0
60465,Noirémont,6,70,50,0
60466,Noroy,8,91,0,0
60468,Nourard-le-Franc,11,130,25,0
60469,Novillers,40,142,7.7,0
60470,Noyers-Saint-Martin,30,341,11.9,0
60471,Noyon,823,5694,30.6,0
60472,Offoy,1,40,16.7,0
60473,Ognes,10,108,15.9,0
60474,Ognolles,12,99,0,0
60476,Omécourt,2,73,12.5,0
60477,Ons-en-Bray,82,582,10,0
60478,Ormoy-le-Davien,6,119,18.2,0
60479,Ormoy-Villers,27,259,4.3,0
60480,Oroër,23,224,0,0
60481,Orrouy,30,209,5.9,0
60482,Orry-la-Ville,237,1396,4,0
60483,Orvillers-Sorel,21,227,13,0
60484,Oudeuil,11,109,25,0
60485,Oursel-Maison,10,83,68.8,0
60486,Paillart,23,248,35.3,0
60487,Parnes,21,132,0,0
60488,Passel,21,114,28.6,0
60489,Péroy-les-Gombries,43,421,13.4,0
60490,Pierrefitte-en-Beauvaisis,15,157,0,0
60491,Pierrefonds,153,733,17.8,0
60492,Pimprez,30,317,18.5,0
60493,Pisseleu,15,179,11.1,0
60494,Plailly,158,747,7.5,0
60495,Plainval,9,158,7.1,0
60496,Plainville,9,69,40,0
60497,Le Plessier-sur-Bulles,6,77,25,0
60498,Le Plessier-sur-Saint-Just,14,222,8.3,0
60499,Plessis-de-Roye,8,94,12.5,0
60500,Le Plessis-Belleville,373,1647,13.4,0
60501,Le Plessis-Brion,43,617,16.7,0
60502,Le Plessis-Patte-d'Oie,3,41,0,0
60503,Le Ployron,3,49,0,0
60504,Ponchon,54,437,18.6,0
60505,Pontarmé,59,352,3.1,0
60506,Pont-l'Évêque,24,307,30,0
60507,Pontoise-lès-Noyon,16,187,7.7,0
60508,Pontpoint,201,1314,15.2,0
60509,Pont-Sainte-Maxence,657,5404,26.3,0
60510,Porcheux,25,203,14.3,0
60511,Porquéricourt,17,153,20,0
60512,Pouilly,5,63,25,0
60513,Précy-sur-Oise,194,1320,16.5,0
60514,Prévillers,7,81,16.7,0
60515,Pronleroy,15,151,6.7,0
60516,Puiseux-en-Bray,18,166,19.9,0
60517,Puiseux-le-Hauberger,47,321,5.9,0
60518,Puits-la-Vallée,6,82,0,0
60519,Quesmy,11,69,20,0
60520,Le Quesnel-Aubry,12,83,22.2,0
60521,Quincampoix-Fleuzy,24,178,13.3,0
60522,Quinquempoix,8,103,61.4,0
60523,Rainvillers,46,387,10.9,0
60524,Rantigny,148,1090,24,0
60525,Raray,27,62,33.3,0
60526,Ravenel,40,454,17.5,0
60527,Réez-Fosse-Martin,9,57,0,0
60528,Reilly,11,58,0,0
60529,Rémécourt,4,29,0,0
