Code,LIBCOM,nbEntreprises,RP,nonDiplomes,MFS
2294,Étouvelles,16,91,28.6,0
2295,Étréaupont,44,379,23.4,0
2296,Étreillers,49,451,32,0
2297,Étrépilly,5,49,33.3,0
2298,Étreux,42,653,21,0
2299,Évergnicourt,14,233,0,0
2302,Faverolles,15,117,25,0
2303,Fayet,57,283,0,0
2304,La Fère,165,1255,26.5,1
2305,Fère-en-Tardenois,186,1369,26.9,0
2306,La Ferté-Chevresis,17,206,7.7,0
2307,La Ferté-Milon,97,892,23.3,0
2308,Fesmy-le-Sart,21,203,6.9,0
2309,Festieux,30,258,36.8,0
2310,Fieulaine,13,115,21.1,0
2311,Filain,3,54,16.7,0
2312,La Flamengrie,38,435,26.9,0
2313,Flavigny-le-Grand-et-Beaurain,1,175,20.8,0
2315,Flavy-le-Martel,53,633,23.9,0
2316,Fleury,9,63,25,0
2317,Fluquières,4,88,0,0
2318,Folembray,45,610,14.6,0
2319,Fonsomme,19,194,41.7,0
2320,Fontaine-lès-Clercs,7,105,14.3,0
2321,Fontaine-lès-Vervins,41,380,21.7,0
2322,Fontaine-Notre-Dame,16,158,18.4,0
2323,Fontaine-Uterte,0,52,0,0
2324,Fontenelle,4,112,10,0
2326,Fontenoy,27,201,10,0
2327,Foreste,5,63,50,0
2328,Fossoy,21,221,0,0
2329,Fourdrain,11,167,20,0
2330,Francilly-Selency,20,203,21.1,0
2331,Franqueville,4,54,0,0
2332,Fresnes-en-Tardenois,12,103,0,0
2333,Fresnes-sous-Coucy,7,62,0,0
2334,Fresnoy-le-Grand,104,1277,21.2,0
2335,Fressancourt,4,83,16.7,0
2336,Frières-Faillouël,25,380,2.5,0
2337,Froidestrées,6,71,20,0
2338,Froidmont-Cohartille,11,103,0,0
2339,Gandelu,30,259,27.3,0
2340,Gauchy,192,2333,18.8,0
2341,Gercy,5,115,16.7,0
2342,Gergny,6,57,20,0
2343,Germaine,5,32,33.3,0
2345,Gibercourt,0,17,33.3,0
2346,Gizy,19,292,12.9,0
2347,Gland,24,202,14.3,0
2349,Goudelancourt-lès-Berrieux,2,26,0,0
2350,Goudelancourt-lès-Pierrepont,2,54,0,0
2351,Goussancourt,2,48,0,0
2352,Gouy,25,243,12.5,0
2353,Grandlup-et-Fay,15,131,11.1,0
2354,Grandrieux,2,33,0,0
2355,Gricourt,45,382,0,0
2356,Grisolles,11,83,50,0
2357,Gronard,3,27,N/A,0
2358,Grougis,10,146,54.5,0
2359,Grugies,31,541,13.8,0
2360,Villeneuve-sur-Aisne,130,1169,11.1,1
2361,Guise,226,2161,29.8,2
2362,Guivry,6,101,16.7,0
2363,Guny,27,177,10,0
2364,Guyencourt,14,102,0,0
2366,Hannapes,6,125,0,0
2367,Happencourt,4,53,0,0
2368,Haramont,25,224,0,0
2369,Harcigny,5,108,0,0
2370,Hargicourt,17,218,10,0
2371,Harly,45,750,17.1,0
2372,Hartennes-et-Taux,24,145,20,0
2373,Hary,9,90,0,0
2374,Lehaucourt,23,371,23.5,0
2375,Hautevesnes,10,56,16.7,0
2376,Hauteville,2,70,33.3,0
2377,Haution,5,59,0,0
2378,La Hérie,8,57,100,0
2379,Le Hérie-la-Viéville,5,86,60,0
2380,Hinacourt,0,14,0,0
2381,Hirson,327,4047,31.9,1
2382,Holnon,55,580,21.4,0
2383,Homblières,78,628,11.6,0
2384,Houry,0,19,33.3,0
2385,Housset,6,62,0,0
2386,Iron,4,100,10,0
2387,Itancourt,34,439,18.5,0
2388,Iviers,7,100,100,0
2389,Jaulgonne,55,284,17.4,0
2390,Jeancourt,5,112,40,0
2391,Jeantes,2,95,33.3,0
2392,Joncourt,10,127,14.3,0
2393,Jouaignes,10,55,100,0
2395,Jumencourt,6,57,25,0
2396,Jumigny,6,28,50,0
2397,Jussy,35,531,19.6,0
2398,Juvigny,8,107,0,0
2399,Juvincourt-et-Damary,20,213,15.4,0
2400,Laffaux,5,60,33.3,0
2401,Laigny,12,87,0,0
2402,Lanchy,3,16,N/A,0
2403,Landifay-et-Bertaignemont,8,116,0,0
2404,Landouzy-la-Cour,11,75,0,0
2405,Landouzy-la-Ville,21,216,13.4,0
2406,Landricourt,3,52,16.7,0
2407,Laniscourt,6,80,0,0
2408,Laon,1246,11775,28.7,0
2409,Lappion,7,116,0,0
2410,Largny-sur-Automne,9,98,7.1,0
2411,Latilly,11,76,11.1,0
2412,Launoy,3,36,N/A,0
2413,Laval-en-Laonnois,11,105,27.3,0
2414,Lavaqueresse,10,87,25,0
2415,Laversine,8,58,33.3,0
2416,Lemé,9,193,14.2,0
2417,Lempire,4,47,0,0
2418,Lerzy,8,93,12.5,0
2419,Leschelle,9,112,7.7,0
2420,Lesdins,36,343,4.8,0
2421,Lesges,1,40,0,0
2422,Lesquielles-Saint-Germain,16,340,29,0
2423,Leuilly-sous-Coucy,16,168,14.3,0
2424,Leury,4,45,25,0
2425,Leuze,6,66,42.8,0
2426,Levergies,19,222,18.7,0
2427,Lhuys,8,53,0,0
2428,Licy-Clignon,3,30,60,0
2429,Lierval,4,45,0,0
2430,Liesse-Notre-Dame,37,529,25.4,1
2431,Liez,8,174,15.6,0
2432,Limé,10,80,14.3,0
2433,Lislet,16,101,0,0
2435,Logny-lès-Aubenton,2,35,0,0
2438,Longpont,19,113,33.3,0
2439,Les Septvallons,64,435,29,0
2440,Lor,7,56,0,0
2441,Louâtre,11,86,0,0
2442,Loupeigne,6,45,66.7,0
2443,Lucy-le-Bocage,11,83,28.6,0
2444,Lugny,4,52,25,0
2445,Luzoir,13,123,24.6,0
2446,Ly-Fontaine,4,42,0,0
2447,Maast-et-Violaine,5,56,100,0
2448,Mâchecourt,4,49,0,0
2449,Macogny,7,26,50,0
2450,Macquigny,17,150,33.3,0
2451,Magny-la-Fosse,3,53,25,0
2452,Maissemy,9,95,16.7,0
2453,Maizy,25,175,8.3,0
2454,La Malmaison,19,159,22.3,0
2455,Malzy,11,83,33.3,0
2456,Manicamp,8,140,11.3,0
2457,Marchais,15,166,23.1,0
2458,Dhuys et Morin-en-Brie,41,324,29.9,0
2459,Marcy,14,68,0,0
2460,Marcy-sous-Marle,2,91,12.5,0
2461,Marest-Dampcourt,20,144,21.8,0
2462,Mareuil-en-Dôle,9,91,7.7,0
2463,Marfontaine,4,34,0,0
2464,Margival,28,149,9.1,0
2465,Marigny-en-Orxois,23,210,12.5,0
2466,Marizy-Sainte-Geneviève,7,55,25,0
2467,Marizy-Saint-Mard,4,20,50,0
2468,Marle,111,968,22.2,0
2469,Marly-Gomont,22,207,25,0
2470,Martigny,10,187,36.4,0
2471,Martigny-Courpierre,6,56,0,0
2472,Mauregny-en-Haye,20,174,15.8,0
2473,Mayot,7,81,9.1,0
2474,Mennessis,12,158,14.3,0
2476,Mennevret,25,270,4.3,0
2477,Mercin-et-Vaux,77,418,13.1,0
2478,Merlieux-et-Fouquerolles,8,109,12.5,0
2480,Mesbrecourt-Richecourt,9,128,0,0
2481,Mesnil-Saint-Laurent,29,191,22.2,0
2482,Meurival,3,20,0,0
2483,Mézières-sur-Oise,20,218,11.8,0
2484,Mézy-Moulins,21,209,7.7,0
2485,Missy-aux-Bois,8,39,25,0
2486,Missy-lès-Pierrepont,7,39,0,0
2487,Missy-sur-Aisne,26,259,22.7,0
2488,Molain,1,68,0,0
2489,Molinchart,16,131,20,0
2490,Monampteuil,6,59,0,0
2491,Monceau-le-Neuf-et-Faucouzy,17,134,0,0
2492,Monceau-lès-Leups,13,184,50,0
2493,Monceau-le-Waast,9,99,14.3,0
2494,Monceau-sur-Oise,7,52,25,0
2495,Mondrepuis,37,425,25.8,0
2496,Monnes,4,38,0,0
2497,Mons-en-Laonnois,57,474,6.3,0
2498,Montaigu,38,313,14.7,0
2499,Montbavin,2,17,N/A,0
2500,Montbrehain,29,331,18.3,0
2501,Montchâlons,3,38,0,0
2502,Montcornet,71,592,22.2,0
2503,Mont-d'Origny,21,341,38.2,0
2504,Montescourt-Lizerolles,41,663,20,0
2505,Montfaucon,11,85,25,0
2506,Montgobert,8,80,50,0
2507,Montgru-Saint-Hilaire,1,13,0,0
2508,Monthenault,12,66,66.7,0
2509,Monthiers,13,60,0,0
2510,Monthurel,3,65,0,0
2511,Montigny-en-Arrouaise,6,117,0,0
2512,Montigny-l'Allier,15,113,9.1,0
2513,Montigny-le-Franc,3,69,33.3,0
2514,Montigny-Lengrain,35,284,19.2,0
2515,Montigny-lès-Condé,4,26,N/A,0
2516,Montigny-sous-Marle,1,29,0,0
2517,Montigny-sur-Crécy,7,123,50,0
2518,Montlevon,21,122,11.1,0
2519,Montloué,6,75,28.6,0
2520,Mont-Notre-Dame,33,287,7.7,0
2521,Montreuil-aux-Lions,106,519,18.5,0
2522,Mont-Saint-Jean,2,30,0,0
2523,Mont-Saint-Martin,2,27,0,0
2524,Mont-Saint-Père,26,290,21.3,0
2525,Morcourt,40,253,22.2,0
2526,Morgny-en-Thiérache,2,40,25,0
2527,Morsain,19,181,11.8,0
2528,Mortefontaine,13,108,25,0
2529,Mortiers,2,76,12.5,0
2530,Moulins,4,32,0,0
2531,Moussy-Verneuil,4,51,40,0
2532,Moÿ-de-l'Aisne,48,440,34.4,0
2533,Muret-et-Crouttes,1,56,33.3,0
2534,Muscourt,3,21,0,0
2535,Nampcelles-la-Cour,4,47,0,0
2536,Nampteuil-sous-Muret,3,38,0,0
2537,Nanteuil-la-Fosse,11,74,0,0
2538,Nanteuil-Notre-Dame,2,29,N/A,0
2539,Nauroy,24,280,11.2,0
2540,Nesles-la-Montagne,33,488,19.9,0
2541,Neufchâtel-sur-Aisne,20,187,0,0
2542,Neuflieux,1,35,33.3,0
2543,Neuilly-Saint-Front,103,863,19,0
2544,Neuve-Maison,19,254,14.3,0
2545,La Neuville-Bosmont,5,65,55.6,0
2546,La Neuville-en-Beine,10,75,25,0
2547,La Neuville-Housset,1,29,0,0
2548,La Neuville-lès-Dorengt,12,149,0,0
2549,Neuville-Saint-Amand,47,369,3.3,0
2550,Neuville-sur-Ailette,1,52,0,0
2551,Neuville-sur-Margival,8,40,0,0
2552,Neuvillette,8,73,75,0
2553,Nizy-le-Comte,14,102,40,0
2554,Nogentel,46,470,2.8,0
2555,Nogent-l'Artaud,93,841,13.5,0
2556,Noircourt,2,35,0,0
2557,Noroy-sur-Ourcq,5,51,0,0
2558,Le Nouvion-en-Thiérache,139,1183,24.8,1
2559,Nouvion-et-Catillon,17,205,27.5,0
2560,Nouvion-le-Comte,9,113,14.3,0
2561,Nouvion-le-Vineux,9,65,0,0
2562,Nouvron-Vingré,7,85,50,0
2563,Noyales,6,67,16.7,0
2564,Noyant-et-Aconin,15,199,0,0
2565,Œuilly,11,115,0,0
2566,Ognes,37,470,16.7,0
2567,Ohis,8,119,0,0
2568,Oigny-en-Valois,11,70,50,0
2569,Oisy,19,179,30,0
2570,Ollezy,5,74,28.6,0
2571,Omissy,19,295,5.9,0
2572,Orainville,20,200,0,0
2573,Orgeval,6,28,0,0
2574,Origny-en-Thiérache,64,580,20,0
2575,Origny-Sainte-Benoite,82,735,32.3,0
2576,Osly-Courtil,9,128,0,0
2577,Ostel,3,39,0,0
2578,Oulches-la-Vallée-Foulon,4,31,0,0
2579,Oulchy-la-Ville,4,56,0,0
2580,Oulchy-le-Château,48,334,8.3,0
2581,Paars,9,122,11.1,0
2582,Paissy,1,37,0,0
2583,Pancy-Courtecon,2,23,N/A,0
2584,Papleux,3,46,0,0
2585,Parcy-et-Tigny,9,95,0,0
2586,Parfondeval,5,67,0,0
2587,Parfondru,10,152,14.6,0
2588,Pargnan,2,28,N/A,0
2589,Pargny-Filain,10,102,28.6,0
2590,Pargny-la-Dhuys,6,70,0,0
2591,Pargny-les-Bois,2,57,0,0
2592,Parpeville,6,86,0,0
2593,Pasly,33,459,6.2,0
2594,Passy-en-Valois,5,50,25,0
2595,Passy-sur-Marne,4,61,0,0
2596,Pavant,28,300,19,0
2598,Pernant,32,273,16.7,0
2599,Pierremande,11,108,11.1,0
2600,Pierrepont,16,155,13.3,0
2601,Pignicourt,9,67,16.7,0
2602,Pinon,71,745,21.3,0
2604,Pithon,5,37,0,0
2605,Pleine-Selve,7,80,16.7,0
2606,Le Plessier-Huleu,4,32,N/A,0
2607,Ploisy,8,32,50,0
2608,Plomion,17,221,7.7,0
2609,Ployart-et-Vaurseine,3,10,0,0
2610,Pommiers,23,307,18.2,0
2612,Pont-Arcy,8,50,0,0
2613,Pontavert,22,239,17.6,0
2614,Pontru,2,102,0,0
2615,Pontruet,9,136,20,0
2616,Pont-Saint-Mard,6,81,16.7,0
2617,Pouilly-sur-Serre,14,204,12.5,0
2618,Prémont,16,287,26.9,0
2619,Prémontré,5,228,55.6,0
2620,Presles-et-Boves,18,157,13.3,0
2621,Presles-et-Thierny,16,166,0,0
2622,Priez,1,18,N/A,0
2623,Prisces,0,45,0,0
2624,Proisy,12,116,79.9,0
2625,Proix,4,57,0,0
2626,Prouvais,16,141,0,0
2627,Proviseux-et-Plesnoy,6,47,0,0
2628,Puiseux-en-Retz,12,87,0,0
2629,Puisieux-et-Clanlieu,10,116,16.7,0
2631,Quierzy,11,168,42.9,0
2632,Quincy-Basse,2,27,100,0
2633,Quincy-sous-le-Mont,3,24,50,0
2634,Raillimont,4,33,33.3,0
2635,Ramicourt,10,57,0,0
2636,Regny,6,86,25,0
2637,Remaucourt,18,127,0,0
2638,Remies,6,98,37.5,0
2639,Remigny,13,150,15.4,0
2640,Renansart,4,66,0,0
2641,Renneval,2,46,33.3,0
2642,Résigny,7,82,0,0
2643,Ressons-le-Long,50,314,14.7,0
2644,Retheuil,12,147,20,0
2645,Reuilly-Sauvigny,11,83,14.3,0
2647,Ribeauville,3,28,0,0
2648,Ribemont,90,868,38.9,1
2649,Rocourt-Saint-Martin,11,106,0,0
2650,Rocquigny,17,148,11.1,0
2651,Rogécourt,4,45,33.3,0
2652,Rogny,6,40,N/A,0
2653,Romeny-sur-Marne,26,212,11.9,0
2654,Romery,4,34,N/A,0
2655,Ronchères,4,53,12.5,0
2656,Roucy,17,152,0,0
2657,Rougeries,5,90,16.7,0
2658,Roupy,11,99,0,0
2659,Rouvroy,45,227,15.4,0
2660,Rouvroy-sur-Serre,2,19,0,0
2661,Royaucourt-et-Chailvet,19,101,0,0
2662,Rozet-Saint-Albin,12,131,12.5,0
2663,Rozières-sur-Crise,8,77,0,0
2664,Rozoy-Bellevalle,8,56,14.3,0
2665,Grand-Rozoy,7,120,0,0
2666,Rozoy-sur-Serre,54,431,28.9,1
2667,Saconin-et-Breuil,6,87,25,0
2668,Sains-Richaumont,55,445,18.5,0
2670,Saint-Algis,9,67,33.3,0
2671,Saint-Aubin,14,114,20,0
2672,Saint-Bandry,7,101,14.3,0
2673,Saint-Christophe-à-Berry,16,174,12.5,0
2674,Saint-Clément,4,19,N/A,0
2675,Sainte-Croix,8,55,33.3,0
2676,Saint-Erme-Outre-et-Ramecourt,99,693,29.6,1
2677,Saint-Eugène,6,110,18.2,0
2678,Sainte-Geneviève,1,30,0,0
2679,Saint-Gengoulph,7,53,50,0
2680,Saint-Gobain,82,883,24.5,0
2681,Saint-Gobert,12,120,11.1,0
2682,Saint-Mard,3,48,0,0
2683,Saint-Martin-Rivière,4,49,14.3,0
2684,Saint-Michel,98,1436,30.8,0
2685,Saint-Nicolas-aux-Bois,6,43,25,0
2686,Saint-Paul-aux-Bois,10,167,12.5,0
2687,Saint-Pierre-Aigle,30,133,16.7,0
2688,Saint-Pierre-lès-Franqueville,0,19,N/A,0
2689,Saint-Pierremont,2,20,0,0
2690,Sainte-Preuve,5,40,0,0
2691,Saint-Quentin,3327,25836,25,1
2693,Saint-Rémy-Blanzy,11,91,0,0
2694,Saint-Simon,22,248,9.1,1
2696,Saint-Thomas,0,38,0,0
2697,Samoussy,8,156,0,0
2698,Sancy-les-Cheminots,4,40,0,0
2699,Saponay,13,115,25,0
2701,Saulchery,28,294,16.1,0
2702,Savy,14,271,27.2,0
2703,Seboncourt,26,410,26.8,0
2704,Selens,11,102,16.7,0
2705,La Selve,3,92,20,0
2706,Septmonts,31,234,22.2,0
2707,Septvaux,8,80,0,0
2708,Sequehart,12,93,0,0
2709,Serain,22,169,0,0
2710,Seraucourt-le-Grand,21,301,6.7,0
2711,Serches,7,119,0,0
2712,Sergy,5,62,0,0
2713,Seringes-et-Nesles,16,102,25,0
2714,Sermoise,13,141,14.3,0
2715,Serval,2,21,N/A,0
2716,Servais,13,120,0,0
2717,Séry-lès-Mézières,29,251,16,0
2718,Silly-la-Poterie,6,64,33.3,0
2719,Sinceny,83,908,18.7,0
2720,Sissonne,82,814,16.7,0
2721,Sissy,11,208,0,0
2722,Soissons,1904,13669,27.7,0
2723,Soize,9,39,33.3,0
2724,Sommelans,0,22,0,0
2725,Sommeron,5,55,0,0
2726,Sommette-Eaucourt,9,71,66.7,0
2727,Sons-et-Ronchères,5,102,57.1,0
2728,Sorbais,4,117,0,0
2729,Soucy,6,36,50,0
2730,Soupir,18,120,37.3,0
2731,Le Sourd,8,68,12.5,0
2732,Surfontaine,3,36,100,0
2734,Taillefontaine,13,121,0,0
2735,Tannières,1,10,N/A,0
2736,Tartiers,12,66,28.6,0
2737,Tavaux-et-Pontséricourt,16,236,26.7,0
2738,Tergnier,374,6049,30.4,0
2739,Terny-Sorny,25,120,13.3,0
2740,Thenailles,10,104,12.5,0
2741,Thenelles,16,250,45.1,0
2742,Thiernu,9,51,0,0
2743,Le Thuel,10,63,42.9,0
2744,Torcy-en-Valois,4,30,N/A,0
2745,Toulis-et-Attencourt,3,54,0,0
2746,Travecy,14,279,21.5,0
2747,Trefcon,6,29,25,0
2748,Trélou-sur-Marne,48,415,22.2,0
2749,Troësnes,7,82,25,0
2750,Trosly-Loire,30,243,8.7,0
2751,Trucy,9,62,14.3,0
2752,Tugny-et-Pont,6,114,12.5,0
2753,Tupigny,11,141,35.7,0
2754,Ugny-le-Gay,6,77,0,0
2755,Urcel,42,227,0,0
2756,Urvillers,20,271,10.1,0
2757,Vadencourt,18,234,30,0
2758,Vailly-sur-Aisne,106,955,11.7,1
2759,La Vallée-au-Blé,16,108,28,0
2760,La Vallée-Mulâtre,6,59,12.5,0
2761,Variscourt,3,74,22.2,0
2762,Vassens,5,56,16.7,0
2763,Vasseny,8,80,40,0
2764,Vassogne,9,36,0,0
2765,Vaucelles-et-Beffecourt,8,103,0,0
2766,Vaudesson,8,92,20,0
2767,Vauxrezis,11,134,12.5,0
2768,Vauxaillon,18,201,26.2,0
2769,Vaux-Andigny,29,350,28.6,0
2770,Vauxbuin,51,353,0,0
2772,Vaux-en-Vermandois,3,60,50,0
2773,Vauxtin,2,17,N/A,0
2774,Vendelles,4,49,33.3,0
2775,Vendeuil,22,395,3.4,0
2776,Vendhuile,23,212,25,0
2777,Vendières,8,67,33.3,0
2778,Vendresse-Beaulne,6,43,50,0
2779,Vénérolles,6,90,75,0
2780,Venizel,47,564,16.7,0
2781,Verdilly,16,179,18.2,0
2782,Le Verguier,5,92,33.3,0
2783,Grand-Verly,4,55,50,0
2784,Petit-Verly,5,60,10,0
2785,Vermand,47,461,17.9,0
2786,Verneuil-sous-Coucy,6,54,0,0
2787,Verneuil-sur-Serre,3,107,10,0
2788,Versigny,13,196,18.8,0
2789,Vervins,134,1197,23.1,1
2790,Vesles-et-Caumont,4,95,0,0
2791,Veslud,11,110,0,0
2792,Veuilly-la-Poterie,10,67,25,0
2793,Vézaponin,6,46,33.3,0
2794,Vézilly,11,74,0,0
2795,Vic-sur-Aisne,86,761,27.6,1
2796,Vichel-Nanteuil,4,35,40,0
2797,Viel-Arcy,8,66,28.6,0
2798,Viels-Maisons,87,491,10,0
2799,Vierzy,14,161,21.7,0
2800,Viffort,10,120,25,0
2801,Vigneux-Hocquet,12,121,0,0
2802,La Ville-aux-Bois-lès-Dizy,4,80,0,0
2803,La Ville-aux-Bois-lès-Pontavert,7,62,0,0
2804,Villemontoire,4,79,0,0
2805,Villeneuve-Saint-Germain,214,1113,14.4,0
2806,Villeneuve-sur-Fère,4,118,14.3,0
2807,Villequier-Aumont,29,253,0,0
2808,Villeret,5,119,61,0
2809,Villers-Agron-Aiguizy,10,35,0,0
2810,Villers-Cotterêts,504,4661,30.7,0
2812,Villers-Hélon,11,84,12.5,0
2813,Villers-le-Sec,11,98,12.5,0
2814,Villers-lès-Guise,8,67,0,0
2815,Villers-Saint-Christophe,10,191,0,0
2816,Villers-sur-Fère,19,196,20,0
2817,Ville-Savoye,6,36,33.3,0
2818,Villiers-Saint-Denis,33,375,24,0
2819,Vincy-Reuil-et-Magny,5,49,0,0
2820,Viry-Noureuil,94,734,17,0
2821,Vivaise,20,288,14.4,0
2822,Vivières,19,148,22.9,0
2823,Voharies,4,27,0,0
2824,Vorges,14,164,0,0
2826,Voulpaix,12,150,19.7,0
2827,Voyenne,9,118,60,0
2828,Vregny,5,39,0,0
2829,Vuillery,3,16,0,0
2830,Wassigny,43,397,15.2,0
2831,Watigny,3,153,16.6,0
2832,Wiège-Faty,9,84,30,0
2833,Wimy,21,178,16.2,0
2834,Wissignicourt,6,68,16.7,0
3001,Abrest,215,1311,13.3,0
3002,Agonges,19,144,0,0
3003,Ainay-le-Château,75,485,24.9,0
3004,Andelaroche,9,109,10.3,0
3005,Archignat,14,148,21.1,0
3006,Arfeuilles,34,323,0,0
3007,Arpheuilles-Saint-Priest,10,157,24.8,0
3008,Arronnes,22,167,10.2,0
3009,Aubigny,4,52,0,0
3010,Audes,13,186,50.5,0
3011,Aurouër,19,159,0,0
3012,Autry-Issards,25,153,22.2,0
3013,Avermes,241,1916,6.8,0
3014,Avrilly,14,73,0,0
3015,Bagneux,10,130,5.6,0
3016,Barberier,8,62,0,0
3017,Barrais-Bussolles,7,84,9.1,0
3018,Bayet,37,292,17.9,0
3019,Beaulon,76,775,9.8,0
3020,Beaune-d'Allier,14,136,9.1,0
3021,Bègues,7,110,12.5,0
3022,Bellenaves,80,496,44.4,0
3023,Bellerive-sur-Allier,553,4146,24.2,0
3024,Bert,13,114,12.8,0
3025,Bessay-sur-Allier,32,599,14.4,0
3026,Besson,38,323,6.7,0
3027,Bézenet,38,416,49.9,0
3028,Billezois,23,156,15.4,0
3029,Billy,25,351,16.7,0
3030,Biozat,46,377,5.6,0
3031,Bizeneuille,14,126,8.3,0
3032,Blomard,10,98,11.1,0
3033,Bost,5,74,0,0
3034,Boucé,20,219,16.7,0
3035,Le Bouchaud,9,91,0,0
3036,Bourbon-l'Archambault,190,1171,15.7,0
3037,Braize,11,113,0,0
3038,Bransat,22,225,10.5,0
3039,Bresnay,14,165,12.5,0
3040,Bressolles,48,481,22.2,0
3041,Le Brethon,20,167,0,0
3042,Le Breuil,33,250,22.4,0
3043,Broût-Vernet,79,516,10.7,0
3044,Brugheas,95,645,11.5,0
3045,Busset,47,382,8.7,0
3046,Buxières-les-Mines,41,519,9.1,0
3047,La Celle,26,192,0,0
3048,Cérilly,107,622,22.5,0
3049,Cesset,27,178,29.4,0
3050,La Chabanne,9,90,40,0
3051,Chambérat,14,138,0,0
3052,Chamblet,44,450,13.6,0
3053,Chantelle,77,509,21.3,0
3054,Chapeau,17,102,0,0
3055,La Chapelaude,41,445,13.9,0
3056,La Chapelle,20,166,16.7,0
3057,La Chapelle-aux-Chasses,5,94,14.3,0
3058,Chappes,9,102,30,0
3059,Chareil-Cintrat,21,159,14.1,0
3060,Charmeil,72,407,13.6,0
3061,Charmes,20,165,16.4,0
3062,Charroux,45,182,30.8,0
3063,Chassenard,40,443,12.2,0
3064,Château-sur-Allier,6,88,0,0
3065,Châtel-de-Neuvre,25,249,11.1,0
3066,Châtel-Montagne,33,177,9.1,0
3067,Châtelperron,4,65,20,0
3068,Châtelus,8,56,66.7,0
3069,Châtillon,15,148,18.2,0
3070,Chavenon,4,59,0,0
3071,Chavroches,10,113,60,0
3072,Chazemais,15,202,14.2,0
3073,Chemilly,18,268,0,0
3074,Chevagnes,42,323,9.1,0
3075,Chezelle,9,82,0,0
3076,Chézy,11,96,0,0
3077,Chirat-l'Église,4,58,12.5,0
3078,Chouvigny,13,134,33.3,0
3079,Cindré,17,128,33.3,0
3080,Cognat-Lyonne,35,282,0,0
3081,Colombier,8,148,23.1,0
3082,Commentry,312,3257,19,0
3083,Contigny,25,265,24.1,0
3084,Cosne-d'Allier,106,1031,17.4,0
3085,Coulandon,35,275,5,0
3086,Coulanges,11,156,27.3,0
3087,Couleuvre,26,296,28.6,0
3088,Courçais,17,145,33.1,0
3089,Coutansouze,6,73,0,0
3090,Couzon,23,127,0,0
3091,Créchy,20,179,14.3,0
3092,Cressanges,26,285,0,0
3093,Creuzier-le-Neuf,88,490,12.5,0
3094,Creuzier-le-Vieux,231,1475,14.1,0
3095,Cusset,830,6257,19.3,0
3096,Deneuille-lès-Chantelle,4,43,20,0
3097,Deneuille-les-Mines,18,159,0,0
3098,Désertines,222,2171,28.7,0
3099,Deux-Chaises,20,184,0,0
3100,Diou,68,638,20,0
3101,Domérat,458,4148,21.9,0
3102,Dompierre-sur-Besbre,192,1478,18.6,1
3103,Le Donjon,78,509,42.5,1
3104,Doyet,51,546,15.6,0
3105,Droiturier,17,175,6.3,0
3106,Durdat-Larequille,55,549,3.8,0
3107,Ébreuil,116,512,45.5,1
3108,Échassières,18,155,30,0
3109,Escurolles,40,322,9,0
3110,Espinasse-Vozelle,45,415,0,0
3111,Estivareilles,63,514,3.2,0
3112,Étroussat,35,288,44.6,0
3113,Ferrières-sur-Sichon,31,277,18.8,0
3114,La Ferté-Hauterive,15,129,20,0
3115,Fleuriel,13,161,18.2,0
3116,Fourilles,6,100,0,0
3117,Franchesse,23,216,0,0
3118,Gannat,419,2707,17.5,0
3119,Gannay-sur-Loire,31,196,0,0
3120,Garnat-sur-Engièvre,17,308,31.6,0
3121,Gennetines,23,274,0,0
3122,Gipcy,20,110,11.1,0
3124,Gouise,12,87,0,0
3125,La Guillermie,6,69,16.7,0
3126,Hauterive,73,533,7.4,0
3127,Hérisson,41,281,0,0
3128,Huriel,101,1202,7.1,1
3129,Hyds,12,152,0,0
3130,Isle-et-Bardais,19,144,37.5,0
3131,Isserpent,41,236,0,0
3132,Jaligny-sur-Besbre,40,261,9.1,0
3133,Jenzat,30,243,9.1,0
3134,Laféline,5,82,0,0
3135,Lalizolle,19,173,40,0
3136,Lamaids,9,92,0,0
3137,Langy,5,114,28.6,0
3138,Lapalisse,230,1451,17.5,1
3139,Laprugne,11,158,0,0
3140,Lavault-Sainte-Anne,33,494,16.7,0
3141,Lavoine,11,70,0,0
3142,Lenax,15,111,0,0
3143,Lételon,7,45,33.3,0
3144,Liernolles,9,97,0,0
3145,Lignerolles,26,313,15,0
3146,Limoise,12,72,40,0
3147,Loddes,12,78,50,0
3148,Loriges,10,140,33.3,0
3149,Louchy-Montfand,14,196,12.3,0
3150,Louroux-Bourbonnais,12,97,75.8,0
3151,Louroux-de-Beaune,11,75,50,0
3152,Louroux-de-Bouble,18,116,16.2,0
3154,Luneau,14,129,20,0
3155,Lurcy-Lévis,88,893,14,0
3156,Lusigny,76,713,3.7,0
3157,Magnet,45,413,12.1,0
3158,Haut-Bocage,35,355,37.7,0
3159,Malicorne,55,333,28,0
3160,Marcenat,36,154,18.2,0
3161,Marcillat-en-Combraille,68,428,6.9,1
3162,Marigny,16,86,0,0
3163,Mariol,33,353,33.3,0
3164,Le Mayet-d'École,12,130,10.9,0
3165,Le Mayet-de-Montagne,125,673,11.1,1
3166,Mazerier,12,139,0,0
3167,Mazirat,15,130,0,0
3168,Meaulne-Vitray,59,445,17.9,0
3169,Meillard,18,137,0,0
3170,Meillers,11,63,0,0
3171,Mercy,9,115,0,0
3172,Mesples,7,62,33.3,0
3173,Molinet,58,506,8.6,0
